predicate_id	predicate_kind	argument	architecture	target_triple	result	source_locations	linux_commit	config_sha256	toolchain_sha256	compiler_requested_path	compiler_resolved_path	compiler_sha256	compiler_version	original_command_source	original_command_sha256	probe_path	probe_sha256	probe_command_path	probe_command_sha256	stdout_path	stdout_sha256	stderr_path	stderr_sha256	exit_status	started_at	completed_at	status
CPc69946b399cdee399d43279d	__has_attribute	btf_type_tag	aarch64	aarch64-linux-gnu	1	vendor/linux/include/linux/compiler_types.h:38:2	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CPc69946b399cdee399d43279d.c	56178d2064f9e6a2a836e0c027e7c058099c41608875f56fc60f72705b6682e5	rewrite/compiler-predicates/commands/CPc69946b399cdee399d43279d.json	02dae0e41d8a49b65205336add3959d1c4d2810140bff019f76f14a69c14a44f	rewrite/compiler-predicates/stdout/CPc69946b399cdee399d43279d.txt	8328b106d8b492c40240d3a1d3ccaea25b71fe071fecb2166687c35189a4463c	rewrite/compiler-predicates/stderr/CPc69946b399cdee399d43279d.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.202Z	2026-08-05T16:43:48.220Z	PROVEN
CPc724ac27ed83feb28613831c	__has_attribute	btf_type_tag	x86_64	x86_64-linux-gnu	1	vendor/linux/include/linux/compiler_types.h:38:2;vendor/linux/kernel/trace/trace.c:4666:9	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/kernel/trace/.trace.o.cmd	07e44a95515dab57723ef00f5914d97efe3755e88f32f47a270daf425d711c8f	rewrite/compiler-predicates/probes/CPc724ac27ed83feb28613831c.c	462e5092e389f392aedfdb1b1f81451d3f68f94371223e5e0a89c9faf7fc4383	rewrite/compiler-predicates/commands/CPc724ac27ed83feb28613831c.json	819a9b023121b18953ad7a13a1b928cf7fa3d8117fb4962cf214456b80b63084	rewrite/compiler-predicates/stdout/CPc724ac27ed83feb28613831c.txt	f15c65697647ea99b37a4b215a1f010e00025ad2804893382f8410f9dcdf81c3	rewrite/compiler-predicates/stderr/CPc724ac27ed83feb28613831c.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.230Z	2026-08-05T16:43:48.248Z	PROVEN
CP64134b069cc43fb9214241b6	__has_attribute	disable_sanitizer_instrumentation	aarch64	aarch64-linux-gnu	1	vendor/linux/include/linux/compiler_attributes.h:401:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CP64134b069cc43fb9214241b6.c	f0c38d360b5e98151ed4db5af3ac8b609e450bbfa0c23a12dc03363b01d05cb0	rewrite/compiler-predicates/commands/CP64134b069cc43fb9214241b6.json	3230499c2eeebfff0d6fbb44c47470c38d8b85e2fbb4b8b4de9a741c39521389	rewrite/compiler-predicates/stdout/CP64134b069cc43fb9214241b6.txt	737a9b82f6835397ff94a5fad686cbf3a18de2adde652b200587c5f22c5ef8f6	rewrite/compiler-predicates/stderr/CP64134b069cc43fb9214241b6.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.261Z	2026-08-05T16:43:48.284Z	PROVEN
CPb0c4459733835c981d0fd347	__has_attribute	disable_sanitizer_instrumentation	x86_64	x86_64-linux-gnu	1	vendor/linux/include/linux/compiler_attributes.h:401:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CPb0c4459733835c981d0fd347.c	a03050d5737a0efe90f457856824585742a75a9a2f2c88b6b76892780386e917	rewrite/compiler-predicates/commands/CPb0c4459733835c981d0fd347.json	a2f1e9e3a1c68115b006cca88b5b19bd83e8ff95bdda9bc37406a9b015a0d70f	rewrite/compiler-predicates/stdout/CPb0c4459733835c981d0fd347.txt	6e15547dc4c808c87ca74fd146d522482c1dc5bcb47713465c0766144a3fe056	rewrite/compiler-predicates/stderr/CPb0c4459733835c981d0fd347.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.295Z	2026-08-05T16:43:48.317Z	PROVEN
CP857eb3b63af1ce26813330c4	__has_attribute	no_sanitize	aarch64	aarch64-linux-gnu	1	vendor/linux/lib/zstd/common/compiler.h:213:7	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/lib/zstd/common/.entropy_common.o.cmd	d00ea5a9cecaf75b02b59a5a4280ad28c77247bdf2f8bc16fc1d0ac18a7baef8	rewrite/compiler-predicates/probes/CP857eb3b63af1ce26813330c4.c	99491d40faead17400c6ea3a2c6d3d5bdd4a154d745b58c2a360becae2172dc9	rewrite/compiler-predicates/commands/CP857eb3b63af1ce26813330c4.json	8f31f6507708422e91c128067eeae9e441a0fdcd7a531135595972c15d4b9f21	rewrite/compiler-predicates/stdout/CP857eb3b63af1ce26813330c4.txt	a0f3c765963be986efadd10c1e867ae45541bc99b666b069d9aa72d49f79a73c	rewrite/compiler-predicates/stderr/CP857eb3b63af1ce26813330c4.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.327Z	2026-08-05T16:43:48.346Z	PROVEN
CP93492e041f3c55ff585c2b78	__has_attribute	no_sanitize	x86_64	x86_64-linux-gnu	1	vendor/linux/lib/zstd/common/compiler.h:213:7	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/lib/zstd/common/.entropy_common.o.cmd	081122ec5caf50b070da3bc258099390a5a07b5451030da4c7b8c471b7a7c2ea	rewrite/compiler-predicates/probes/CP93492e041f3c55ff585c2b78.c	eb54a775e12b8e8b1a4d5b5ffa74d82675119e6dfa3776a9d225e96b2b10ad69	rewrite/compiler-predicates/commands/CP93492e041f3c55ff585c2b78.json	e54e00ab5d2cf118a3ad5b360450f4c493425a10b263d935a5168943d24ff220	rewrite/compiler-predicates/stdout/CP93492e041f3c55ff585c2b78.txt	f813eca83f96829dc76edb7f225273b49f274cf6f4d47d1632fc0cf065a5d262	rewrite/compiler-predicates/stderr/CP93492e041f3c55ff585c2b78.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.355Z	2026-08-05T16:43:48.372Z	PROVEN
CP08803b3c358ac7815b4a479b	__has_attribute	noipa	aarch64	aarch64-linux-gnu	0	vendor/linux/include/linux/compiler_attributes.h:413:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CP08803b3c358ac7815b4a479b.c	777d54b2d20fdcca9ecb52eda19090011a849feba0a9b0fae26939aa5e8444e2	rewrite/compiler-predicates/commands/CP08803b3c358ac7815b4a479b.json	f037928b888417c1afc75df79969c160a75661078d549dce711442009b912ec6	rewrite/compiler-predicates/stdout/CP08803b3c358ac7815b4a479b.txt	01b1bcc6786e3786f619b9a322cd4b3aac289eebf033d9e4b6d09ed2651fc487	rewrite/compiler-predicates/stderr/CP08803b3c358ac7815b4a479b.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.382Z	2026-08-05T16:43:48.408Z	PROVEN
CP1ac086b33b47f39237e71905	__has_attribute	noipa	x86_64	x86_64-linux-gnu	0	vendor/linux/include/linux/compiler_attributes.h:413:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CP1ac086b33b47f39237e71905.c	0cd896a84a22c682e93528aa4936cd6002944aef1cb5a465c50fd1e250eee767	rewrite/compiler-predicates/commands/CP1ac086b33b47f39237e71905.json	8d66618b76d1d380d3ad00620a551fbe605fef5fc50ae583ef39601df3612fb7	rewrite/compiler-predicates/stdout/CP1ac086b33b47f39237e71905.txt	3a3d58fdf6824c7f4387c84ade1185681f7ed65d50adb3b997771a1b17a0482e	rewrite/compiler-predicates/stderr/CP1ac086b33b47f39237e71905.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.417Z	2026-08-05T16:43:48.435Z	PROVEN
CPac53fb43352f193c2fe5353a	__has_builtin	__builtin_alloca_uninitialized	aarch64	aarch64-linux-gnu	1	vendor/linux/include/linux/randomize_kstack.h:28:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm64/kernel/.syscall.o.cmd	654be1f9b82f6749e00c651728dd45ae66d9f21ee59100fec14b69750890dfb2	rewrite/compiler-predicates/probes/CPac53fb43352f193c2fe5353a.c	ffa0f4d28d508de9e039137e65ba1dc8a236bd22601603e1a954393578ecc8e7	rewrite/compiler-predicates/commands/CPac53fb43352f193c2fe5353a.json	1bdbd52577c92912455b071d4816be819dd709e74ee3d3ca7ddf6691d8e60f69	rewrite/compiler-predicates/stdout/CPac53fb43352f193c2fe5353a.txt	edb258929b64222b632627776f42a5e650101edb13d24484546676c923a86ad6	rewrite/compiler-predicates/stderr/CPac53fb43352f193c2fe5353a.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.447Z	2026-08-05T16:43:48.468Z	PROVEN
CPce0f9396dbcd6724e338d1d2	__has_builtin	__builtin_alloca_uninitialized	x86_64	x86_64-linux-gnu	1	vendor/linux/include/linux/randomize_kstack.h:28:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CPce0f9396dbcd6724e338d1d2.c	f58fcda0859bec55d9d26e6611fa3b71d5560f9420f9ad0422f4901bcee4df0a	rewrite/compiler-predicates/commands/CPce0f9396dbcd6724e338d1d2.json	98ffd6e74ce537dcfe3aa512adb2d02dbc9400a084729362907750b4a87f246b	rewrite/compiler-predicates/stdout/CPce0f9396dbcd6724e338d1d2.txt	5b8d4c2345db8da8612931b7ef631648d37f75491d7bfe594b61e0e853c5fb9a	rewrite/compiler-predicates/stderr/CPce0f9396dbcd6724e338d1d2.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.478Z	2026-08-05T16:43:48.497Z	PROVEN
CPe0bfabcc5c9ec9452d270f28	__has_builtin	__builtin_counted_by_ref	aarch64	aarch64-linux-gnu	0	vendor/linux/include/linux/compiler_types.h:548:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CPe0bfabcc5c9ec9452d270f28.c	65a0caf036380f494da2ed6f5d02cafb111f7779af93ddcf056d7be9103e14ad	rewrite/compiler-predicates/commands/CPe0bfabcc5c9ec9452d270f28.json	580ada282c52f6b3fed882bd8fb98ee97f65e75c381812a6f4ff2c113e07f36e	rewrite/compiler-predicates/stdout/CPe0bfabcc5c9ec9452d270f28.txt	b6fba5d653acf2c45dec2770bceb2590294dcf3511ca92f31c79af3890a4596d	rewrite/compiler-predicates/stderr/CPe0bfabcc5c9ec9452d270f28.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.507Z	2026-08-05T16:43:48.533Z	PROVEN
CP8cfc99b4eaf50f6a41081480	__has_builtin	__builtin_counted_by_ref	x86_64	x86_64-linux-gnu	0	vendor/linux/include/linux/compiler_types.h:548:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CP8cfc99b4eaf50f6a41081480.c	5ad3048127998f6e37ea4cc9a28c3e856b6eb82f04bcbc383608384f0564f163	rewrite/compiler-predicates/commands/CP8cfc99b4eaf50f6a41081480.json	5f1c02351b8eff6bf84cc93575aae74776df32f189da77113d2ad7a686c3003d	rewrite/compiler-predicates/stdout/CP8cfc99b4eaf50f6a41081480.txt	f75d42585b4ac76e51ea68b646e46348ef60f4ab40285b7b76d01ba4f09846b5	rewrite/compiler-predicates/stderr/CP8cfc99b4eaf50f6a41081480.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.542Z	2026-08-05T16:43:48.559Z	PROVEN
CP756db83eed813296f8895df6	__has_builtin	__builtin_dynamic_object_size	aarch64	aarch64-linux-gnu	1	vendor/linux/include/linux/compiler_types.h:524:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CP756db83eed813296f8895df6.c	d75edf18fb4969a111814a6b6f3fee4a8bf9a276afd4f633b058ca4b28e839dc	rewrite/compiler-predicates/commands/CP756db83eed813296f8895df6.json	e32570ebef4c9b8bc53eea12f3e1a1bfa5e2e719ca8c7bdc3ebac7508d5dea69	rewrite/compiler-predicates/stdout/CP756db83eed813296f8895df6.txt	c3e6c74977b6707b681df5a368336f7c7237a394b90abf59bf42df295e440cbc	rewrite/compiler-predicates/stderr/CP756db83eed813296f8895df6.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.570Z	2026-08-05T16:43:48.591Z	PROVEN
CP8ba4a5e97cda820f937b9c2b	__has_builtin	__builtin_dynamic_object_size	x86_64	x86_64-linux-gnu	1	vendor/linux/include/linux/compiler_types.h:524:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CP8ba4a5e97cda820f937b9c2b.c	e0c00763e3e1383318234793635be7c60a38c325e86b9a2beedb56e5e8d1c8e2	rewrite/compiler-predicates/commands/CP8ba4a5e97cda820f937b9c2b.json	a57beab7d475c433364c3e71e5961f124754dbfc53463dddfaeb4b5bd7dfaa42	rewrite/compiler-predicates/stdout/CP8ba4a5e97cda820f937b9c2b.txt	86fc2f8b8ca8482b38f817a8639c76136701ed5fc3a9655ad2ea3c8d3317b965	rewrite/compiler-predicates/stderr/CP8ba4a5e97cda820f937b9c2b.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.602Z	2026-08-05T16:43:48.623Z	PROVEN
CP5149ad31e436cf2a15887768	__has_builtin	__builtin_has_attribute	aarch64	aarch64-linux-gnu	0	vendor/linux/include/linux/compiler_types.h:538:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CP5149ad31e436cf2a15887768.c	9414a554000349a66e152657e35e2eadb859e0c261c86519a6e6b6a511396dc3	rewrite/compiler-predicates/commands/CP5149ad31e436cf2a15887768.json	3a57b12e465bc3dd21874b376eee683828570fbce16dc3431690e816b20e698d	rewrite/compiler-predicates/stdout/CP5149ad31e436cf2a15887768.txt	c8e28977d61a014c3d8fec60449b8f93c44de8cb9074ce71dd750625f72ea034	rewrite/compiler-predicates/stderr/CP5149ad31e436cf2a15887768.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.631Z	2026-08-05T16:43:48.651Z	PROVEN
CP48d8a1081efc5a19cc03d4a8	__has_builtin	__builtin_has_attribute	x86_64	x86_64-linux-gnu	0	vendor/linux/include/linux/compiler_types.h:538:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CP48d8a1081efc5a19cc03d4a8.c	036040146602cb3c01d409fe9ac2a10b59a0c3f07a4aec323dcf049a227f4780	rewrite/compiler-predicates/commands/CP48d8a1081efc5a19cc03d4a8.json	f6925f33ecb667b380842f3515792f03a12c6d38dcea0340ef5d6da128330051	rewrite/compiler-predicates/stdout/CP48d8a1081efc5a19cc03d4a8.txt	ebb1c05e19534df037bd44334e33ce7b9ee38d8106ed063f032d670114e7733a	rewrite/compiler-predicates/stderr/CP48d8a1081efc5a19cc03d4a8.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.662Z	2026-08-05T16:43:48.681Z	PROVEN
CP347dfa59606588fe33cf64e8	__has_builtin	__builtin_isdigit	aarch64	aarch64-linux-gnu	0	vendor/linux/include/linux/ctype.h:40:5	425f94c2954b1fe80ebdbf9b29854e89750355df	b374fc24835033cb3e317e45c89dd2ba3335ebac7ab81b2ac548fac5bffc1578	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/aarch64/arch/arm/xen/.enlighten.o.cmd	3c173da06bd76381e4788882bbb38508489c50516edb2119a835465c2a7f0635	rewrite/compiler-predicates/probes/CP347dfa59606588fe33cf64e8.c	27d8c8bd84636def7ec08d792aeb077e4bfde7af208a0295b5f38ec505f655e5	rewrite/compiler-predicates/commands/CP347dfa59606588fe33cf64e8.json	dde805f315273b00406ef9a5b751e4b8a2703d80a1942669507e5fd0ed9888c8	rewrite/compiler-predicates/stdout/CP347dfa59606588fe33cf64e8.txt	e32c3d4add1bbe85fa13158e46935c10b6468380fb66e88bb8067c75286e088e	rewrite/compiler-predicates/stderr/CP347dfa59606588fe33cf64e8.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.696Z	2026-08-05T16:43:48.717Z	PROVEN
CP6efce7d6d706e70300c1196a	__has_builtin	__builtin_isdigit	x86_64	x86_64-linux-gnu	0	vendor/linux/include/linux/ctype.h:40:5	425f94c2954b1fe80ebdbf9b29854e89750355df	a1cdb40573726de54a174da53c2eac8811dd84ab0145532784a47ec1c5efa6b4	cfb4e6fbb9b5281b15f0e09cb6d4f7f1866bf9bc1c69ae72715992b76c9bd670	/usr/lib/llvm-19/bin/clang	/usr/lib/llvm-19/bin/clang	0a3c55936ac43954fbe4914e6e73b577ca9e35e75d89ef13d3e28c187f41ca1a	Debian clang version 19.1.7 (3+b1)	rewrite/kbuild/x86_64/arch/x86/entry/.common.o.cmd	56d5fdff7f5ba563dfe430b948edc510a46b2b7bbb579b297f0058ed3f36f0a0	rewrite/compiler-predicates/probes/CP6efce7d6d706e70300c1196a.c	fbddc10d1a3acb98c0fd8ed71475cb6eaf267eeef0d490233d2c1ebaf4e65588	rewrite/compiler-predicates/commands/CP6efce7d6d706e70300c1196a.json	2ecc057448e1851f85eb246a62e63c7ce8c204c8a6bd16d1005120d47b1d73ef	rewrite/compiler-predicates/stdout/CP6efce7d6d706e70300c1196a.txt	b3a834ac147d1968d5d3f53917790bd7a898befeabd4a62db5ceccf879a51ccc	rewrite/compiler-predicates/stderr/CP6efce7d6d706e70300c1196a.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-05T16:43:48.728Z	2026-08-05T16:43:48.746Z	PROVEN
