linux_symbol	kind	linux_source	rust_symbol	rust_path	rust_visibility	rust_parity	status	notes
dec_zone_page_state	export	vendor/linux/mm/vmstat.c	dec_zone_page_state	src/mm/vmstat.rs	pub	complete	complete	exact name exists in a complete parity file
deferred_split_folio	prototype	vendor/linux/include/linux/huge_mm.h	deferred_split_folio	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
detach_page_private	inline	vendor/linux/include/linux/pagemap.h	detach_page_private	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
devm_memremap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h	devm_memremap_pages	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
devm_memunmap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h	devm_memunmap_pages	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
dir_pages	inline	vendor/linux/include/linux/pagemap.h	dir_pages	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
dirty_writeback_interval	export	vendor/linux/mm/page-writeback.c	dirty_writeback_interval	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
disable_mmiotrace	prototype	vendor/linux/include/linux/mmiotrace.h	disable_mmiotrace	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dissolve_free_hugetlb_folio	prototype	vendor/linux/include/linux/hugetlb.h	dissolve_free_hugetlb_folio	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
dissolve_free_hugetlb_folios	inline	vendor/linux/include/linux/hugetlb.h	dissolve_free_hugetlb_folios	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
dma_pool_alloc	export	vendor/linux/mm/dmapool.c	dma_pool_alloc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dma_pool_create_node	export	vendor/linux/mm/dmapool.c	dma_pool_create_node	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dma_pool_destroy	export	vendor/linux/mm/dmapool.c	dma_pool_destroy	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dma_pool_free	export	vendor/linux/mm/dmapool.c	dma_pool_free	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dmam_pool_create	export	vendor/linux/mm/dmapool.c	dmam_pool_create	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dmam_pool_destroy	export	vendor/linux/mm/dmapool.c	dmam_pool_destroy	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
do_huge_pmd_anonymous_page	prototype	vendor/linux/include/linux/huge_mm.h	do_huge_pmd_anonymous_page	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
do_huge_pmd_device_private	prototype	vendor/linux/include/linux/huge_mm.h	do_huge_pmd_device_private	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
do_huge_pmd_numa_page	prototype	vendor/linux/include/linux/huge_mm.h	do_huge_pmd_numa_page	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
do_huge_pmd_wp_page	prototype	vendor/linux/include/linux/huge_mm.h	do_huge_pmd_wp_page	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
do_madvise	prototype	vendor/linux/include/linux/mm.h	do_madvise	src/mm/madvise.rs	pub	complete	complete	exact name exists in a complete parity file
do_migrate_pages	inline	vendor/linux/include/linux/mempolicy.h	do_migrate_pages	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
do_mmap	prototype	vendor/linux/include/linux/mm.h	do_mmap	src/mm/mmap.rs	pub	complete	complete	exact name exists in a complete parity file
do_mseal	prototype	vendor/linux/include/linux/mm.h	do_mseal	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
do_munmap	prototype	vendor/linux/include/linux/mm.h	do_munmap	src/mm/mmap.rs	pub	complete	complete	exact name exists in a complete parity file
do_set_pmd	prototype	vendor/linux/include/linux/mm.h	do_set_pmd	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
do_vmi_munmap	prototype	vendor/linux/include/linux/mm.h	do_vmi_munmap	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
drop_slab	prototype	vendor/linux/include/linux/mm.h	drop_slab	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dump_mm	export	vendor/linux/mm/debug.c;vendor/linux/include/linux/mmdebug.h	dump_mm	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dump_page	export	vendor/linux/mm/debug.c;vendor/linux/include/linux/mmdebug.h	dump_page	src/mm/debug_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
dump_vma	export	vendor/linux/mm/debug.c;vendor/linux/include/linux/mmdebug.h	dump_vma	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dump_vmg	export	vendor/linux/mm/debug.c;vendor/linux/include/linux/mmdebug.h	dump_vmg	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
dup_anon_vma_name	inline	vendor/linux/include/linux/mm_inline.h	dup_anon_vma_name	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
early_pfn_to_nid	prototype	vendor/linux/include/linux/mm.h	early_pfn_to_nid	src/mm/page_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
early_section	inline	vendor/linux/include/linux/mmzone.h	early_section	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
empty_zero_page	export	vendor/linux/mm/mm_init.c	empty_zero_page	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
enable_mmiotrace	prototype	vendor/linux/include/linux/mmiotrace.h	enable_mmiotrace	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
encode_nr_pages	inline	vendor/linux/include/linux/mm_types.h	encode_nr_pages	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
encode_page	inline	vendor/linux/include/linux/mm_types.h	encode_page	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
encoded_nr_pages	inline	vendor/linux/include/linux/mm_types.h	encoded_nr_pages	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
encoded_page_flags	inline	vendor/linux/include/linux/mm_types.h	encoded_page_flags	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
encoded_page_ptr	inline	vendor/linux/include/linux/mm_types.h	encoded_page_ptr	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
end_page_writeback	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/pagemap.h	end_page_writeback	src/mm/writeback.rs	pub	complete	complete	exact name exists in a complete parity file
exit_mmap	prototype	vendor/linux/include/linux/mm.h	exit_mmap	src/mm/fork.rs	pub	complete	complete	exact name exists in a complete parity file
expand_stack_locked	prototype	vendor/linux/include/linux/mm.h	expand_stack_locked	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
fadvise64	syscall	vendor/linux/mm/fadvise.c	fadvise64	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
fadvise64_64	syscall	vendor/linux/mm/fadvise.c	fadvise64_64	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
fault_flag_allow_retry_first	inline	vendor/linux/include/linux/mm.h	fault_flag_allow_retry_first	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
fault_in_readable	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/pagemap.h	fault_in_readable	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
fault_in_safe_writeable	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/pagemap.h	fault_in_safe_writeable	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
fault_in_subpage_writeable	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/pagemap.h	fault_in_subpage_writeable	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
fault_in_writeable	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/pagemap.h	fault_in_writeable	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
fgf_set_order	inline	vendor/linux/include/linux/pagemap.h	fgf_set_order	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
file_check_and_advance_wb_err	export	vendor/linux/mm/filemap.c	file_check_and_advance_wb_err	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
file_fdatawait_range	export	vendor/linux/mm/filemap.c	file_fdatawait_range	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
file_ra_state_init	export	vendor/linux/mm/readahead.c	file_ra_state_init	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
file_sample_sb_err	inline	vendor/linux/include/linux/pagemap.h	file_sample_sb_err	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
file_write_and_wait_range	export	vendor/linux/mm/filemap.c	file_write_and_wait_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_add_folio	export	vendor/linux/mm/filemap.c	filemap_add_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_alloc_folio_noprof	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_alloc_folio_noprof	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_check_errors	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_check_errors	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_check_wb_err	inline	vendor/linux/include/linux/pagemap.h	filemap_check_wb_err	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_dirty_folio	export	vendor/linux/mm/page-writeback.c	filemap_dirty_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fault	export	vendor/linux/mm/filemap.c;vendor/linux/mm/nommu.c;vendor/linux/include/linux/mm.h	filemap_fault	src/mm/fault.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawait	inline	vendor/linux/include/linux/pagemap.h	filemap_fdatawait	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawait_keep_errors	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_fdatawait_keep_errors	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawait_range	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_fdatawait_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawait_range_keep_errors	export	vendor/linux/mm/filemap.c	filemap_fdatawait_range_keep_errors	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawrite	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_fdatawrite	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_fdatawrite_range	export	vendor/linux/mm/filemap.c	filemap_fdatawrite_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_flush	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_flush	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_flush_nr	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_flush_nr	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_flush_range	export	vendor/linux/mm/filemap.c	filemap_flush_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_entry	prototype	vendor/linux/include/linux/pagemap.h	filemap_get_entry	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_folio	inline	vendor/linux/include/linux/pagemap.h	filemap_get_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_folios	export	vendor/linux/mm/filemap.c	filemap_get_folios	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_folios_contig	export	vendor/linux/mm/filemap.c	filemap_get_folios_contig	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_folios_tag	export	vendor/linux/mm/filemap.c	filemap_get_folios_tag	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_get_order	inline	vendor/linux/include/linux/pagemap.h	filemap_get_order	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_grab_folio	inline	vendor/linux/include/linux/pagemap.h	filemap_grab_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_invalidate_inode	export	vendor/linux/mm/filemap.c	filemap_invalidate_inode	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_invalidate_lock_two	export	vendor/linux/mm/filemap.c	filemap_invalidate_lock_two	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_invalidate_unlock_two	export	vendor/linux/mm/filemap.c	filemap_invalidate_unlock_two	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_lock_folio	inline	vendor/linux/include/linux/pagemap.h	filemap_lock_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_lock_hugetlb_folio	inline	vendor/linux/include/linux/hugetlb.h	filemap_lock_hugetlb_folio	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_map_pages	export	vendor/linux/mm/filemap.c;vendor/linux/mm/nommu.c;vendor/linux/include/linux/mm.h	filemap_map_pages	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_migrate_folio	export	vendor/linux/mm/migrate.c	filemap_migrate_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_nr_thps	inline	vendor/linux/include/linux/pagemap.h	filemap_nr_thps	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_nr_thps_dec	inline	vendor/linux/include/linux/pagemap.h	filemap_nr_thps_dec	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_nr_thps_inc	inline	vendor/linux/include/linux/pagemap.h	filemap_nr_thps_inc	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_page_mkwrite	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/mm.h	filemap_page_mkwrite	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_range_has_page	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_range_has_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_range_has_writeback	export	vendor/linux/mm/filemap.c	filemap_range_has_writeback	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_range_needs_writeback	inline	vendor/linux/include/linux/pagemap.h	filemap_range_needs_writeback	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_read	export	vendor/linux/mm/filemap.c	filemap_read	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_release_folio	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	filemap_release_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_remove_folio	prototype	vendor/linux/include/linux/pagemap.h	filemap_remove_folio	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_sample_wb_err	inline	vendor/linux/include/linux/pagemap.h	filemap_sample_wb_err	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_set_wb_err	inline	vendor/linux/include/linux/pagemap.h	filemap_set_wb_err	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_splice_read	export	vendor/linux/mm/filemap.c	filemap_splice_read	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_write_and_wait	inline	vendor/linux/include/linux/pagemap.h	filemap_write_and_wait	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
filemap_write_and_wait_range	export	vendor/linux/mm/filemap.c	filemap_write_and_wait_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
find_exact_vma	inline	vendor/linux/include/linux/mm.h	find_exact_vma	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
find_first_swap	prototype	vendor/linux/include/linux/swap.h	find_first_swap	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
find_get_page	inline	vendor/linux/include/linux/pagemap.h	find_get_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
find_get_page_flags	inline	vendor/linux/include/linux/pagemap.h	find_get_page_flags	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
find_lock_page	inline	vendor/linux/include/linux/pagemap.h	find_lock_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
find_or_create_page	inline	vendor/linux/include/linux/pagemap.h	find_or_create_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
find_vm_area	prototype	vendor/linux/include/linux/vmalloc.h	find_vm_area	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
find_vma	export	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c;vendor/linux/include/linux/mm.h	find_vma	src/mm/vma.rs	pub	complete	complete	exact name exists in a complete parity file
find_vma_intersection	export	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c	find_vma_intersection	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
find_vma_prev	prototype	vendor/linux/include/linux/mm.h	find_vma_prev	src/mm/vma.rs	pub	complete	complete	exact name exists in a complete parity file
finish_fault	prototype	vendor/linux/include/linux/mm.h	finish_fault	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
first_online_pgdat	prototype	vendor/linux/include/linux/mmzone.h	first_online_pgdat	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
first_valid_pfn	inline	vendor/linux/include/linux/mmzone.h	first_valid_pfn	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
first_zones_zonelist	inline	vendor/linux/include/linux/mmzone.h	first_zones_zonelist	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
fixup_hugetlb_reservations	prototype	vendor/linux/include/linux/hugetlb.h	fixup_hugetlb_reservations	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
fixup_user_fault	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h	fixup_user_fault	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
flush_dcache_folio	export	vendor/linux/mm/util.c	flush_dcache_folio	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
folio_account_cleaned	prototype	vendor/linux/include/linux/pagemap.h	folio_account_cleaned	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_large_mapcount	inline	vendor/linux/include/linux/rmap.h	folio_add_large_mapcount	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_lru	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/swap.h	folio_add_lru	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_lru_vma	prototype	vendor/linux/include/linux/swap.h	folio_add_lru_vma	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_pin	prototype	vendor/linux/include/linux/mm.h	folio_add_pin	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_pins	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h	folio_add_pins	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
folio_add_return_large_mapcount	inline	vendor/linux/include/linux/rmap.h	folio_add_return_large_mapcount	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_address	inline	vendor/linux/include/linux/mm.h	folio_address	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_alloc_noprof	export	vendor/linux/mm/mempolicy.c	folio_alloc_noprof	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
folio_attach_private	inline	vendor/linux/include/linux/pagemap.h	folio_attach_private	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_cancel_dirty	inline	vendor/linux/include/linux/pagemap.h	folio_cancel_dirty	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_change_private	inline	vendor/linux/include/linux/pagemap.h	folio_change_private	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_clear_dirty_for_io	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h	folio_clear_dirty_for_io	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_clear_hugetlb_hwpoison	prototype	vendor/linux/include/linux/hugetlb.h	folio_clear_hugetlb_hwpoison	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
folio_contain_hwpoisoned_page	inline	vendor/linux/include/linux/page-flags.h	folio_contain_hwpoisoned_page	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_contains	inline	vendor/linux/include/linux/pagemap.h	folio_contains	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_copy	export	vendor/linux/mm/util.c;vendor/linux/include/linux/mm.h	folio_copy	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
folio_deactivate	prototype	vendor/linux/include/linux/swap.h	folio_deactivate	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_detach_private	inline	vendor/linux/include/linux/pagemap.h	folio_detach_private	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_dup_file_rmap_pmd	inline	vendor/linux/include/linux/rmap.h	folio_dup_file_rmap_pmd	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_dup_file_rmap_pte	inline	vendor/linux/include/linux/rmap.h	folio_dup_file_rmap_pte	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_dup_file_rmap_ptes	inline	vendor/linux/include/linux/rmap.h	folio_dup_file_rmap_ptes	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_end_dropbehind	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	folio_end_dropbehind	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_end_private_2	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	folio_end_private_2	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_end_read	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	folio_end_read	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_end_writeback	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	folio_end_writeback	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_end_writeback_no_dropbehind	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h	folio_end_writeback_no_dropbehind	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_entire_mapcount	inline	vendor/linux/include/linux/mm.h	folio_entire_mapcount	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_expected_ref_count	inline	vendor/linux/include/linux/mm.h	folio_expected_ref_count	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_file_page	inline	vendor/linux/include/linux/pagemap.h	folio_file_page	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_flush_mapping	inline	vendor/linux/include/linux/pagemap.h	folio_flush_mapping	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_free_swap	prototype	vendor/linux/include/linux/swap.h	folio_free_swap	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_get	inline	vendor/linux/include/linux/mm.h	folio_get	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_get_nontail_page	inline	vendor/linux/include/linux/mm.h	folio_get_nontail_page	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_get_private	inline	vendor/linux/include/linux/mm_types.h	folio_get_private	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_has_pincount	inline	vendor/linux/include/linux/mm.h	folio_has_pincount	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_has_private	inline	vendor/linux/include/linux/page-flags.h	folio_has_private	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_hstate	inline	vendor/linux/include/linux/hugetlb.h	folio_hstate	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
folio_inode	inline	vendor/linux/include/linux/pagemap.h	folio_inode	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_invalidate	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/pagemap.h	folio_invalidate	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_device_coherent	inline	vendor/linux/include/linux/memremap.h	folio_is_device_coherent	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_device_private	inline	vendor/linux/include/linux/memremap.h	folio_is_device_private	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_file_lru	inline	vendor/linux/include/linux/mm_inline.h	folio_is_file_lru	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_fsdax	inline	vendor/linux/include/linux/memremap.h	folio_is_fsdax	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_longterm_pinnable	inline	vendor/linux/include/linux/mm.h	folio_is_longterm_pinnable	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_pci_p2pdma	inline	vendor/linux/include/linux/memremap.h	folio_is_pci_p2pdma	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_pfmemalloc	inline	vendor/linux/include/linux/mm.h	folio_is_pfmemalloc	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_zone_device	inline	vendor/linux/include/linux/mmzone.h	folio_is_zone_device	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
folio_is_zone_movable	inline	vendor/linux/include/linux/mmzone.h	folio_is_zone_movable	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
folio_isolate_hugetlb	prototype	vendor/linux/include/linux/hugetlb.h	folio_isolate_hugetlb	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
folio_large_mapcount	inline	vendor/linux/include/linux/mm.h	folio_large_mapcount	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_large_nr_pages	inline	vendor/linux/include/linux/mm.h	folio_large_nr_pages	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_large_order	inline	vendor/linux/include/linux/mm.h	folio_large_order	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_last_cpupid	inline	vendor/linux/include/linux/mm.h	folio_last_cpupid	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
folio_lock	inline	vendor/linux/include/linux/pagemap.h	folio_lock	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_lock_killable	inline	vendor/linux/include/linux/pagemap.h	folio_lock_killable	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_lock_large_mapcount	inline	vendor/linux/include/linux/rmap.h	folio_lock_large_mapcount	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
folio_lock_or_retry	inline	vendor/linux/include/linux/pagemap.h	folio_lock_or_retry	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
