linux_symbol	kind	linux_source	rust_symbol	rust_path	rust_visibility	rust_parity	status	notes
lowmem_page_address	inline	vendor/linux/include/linux/mm.h	lowmem_page_address	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
lru_add_drain	prototype	vendor/linux/include/linux/swap.h	lru_add_drain	src/mm/lru.rs	pub	complete	complete	exact name exists in a complete parity file
lru_add_drain_all	prototype	vendor/linux/include/linux/swap.h	lru_add_drain_all	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_add_drain_cpu	prototype	vendor/linux/include/linux/swap.h	lru_add_drain_cpu	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_add_drain_cpu_zone	prototype	vendor/linux/include/linux/swap.h	lru_add_drain_cpu_zone	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_cache_disable	prototype	vendor/linux/include/linux/swap.h	lru_cache_disable	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_cache_disabled	inline	vendor/linux/include/linux/swap.h	lru_cache_disabled	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_cache_enable	inline	vendor/linux/include/linux/swap.h	lru_cache_enable	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_add_folio	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_add_folio	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_add_mm	prototype	vendor/linux/include/linux/mm_types.h	lru_gen_add_mm	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_del_folio	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_del_folio	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_del_mm	prototype	vendor/linux/include/linux/mm_types.h	lru_gen_del_mm	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_enabled	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_enabled	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_exit_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_exit_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_folio_seq	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_folio_seq	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_from_seq	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_from_seq	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_in_fault	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_in_fault	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_init_lruvec	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_init_lruvec	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_init_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_init_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_init_mm	inline	vendor/linux/include/linux/mm_types.h	lru_gen_init_mm	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_init_pgdat	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_init_pgdat	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_is_active	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_is_active	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_look_around	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_look_around	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_migrate_mm	prototype	vendor/linux/include/linux/mm_types.h	lru_gen_migrate_mm	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_offline_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_offline_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_online_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_online_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_release_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_release_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_reparent_memcg	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_reparent_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_soft_reclaim	prototype	vendor/linux/include/linux/mmzone.h	lru_gen_soft_reclaim	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_switching	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_switching	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_update_size	inline	vendor/linux/include/linux/mm_inline.h	lru_gen_update_size	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_gen_use_mm	inline	vendor/linux/include/linux/mm_types.h	lru_gen_use_mm	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
lru_hist_from_seq	inline	vendor/linux/include/linux/mm_inline.h	lru_hist_from_seq	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_note_cost_refault	prototype	vendor/linux/include/linux/swap.h	lru_note_cost_refault	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_reparent_memcg	prototype	vendor/linux/include/linux/swap.h	lru_reparent_memcg	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lru_tier_from_refs	inline	vendor/linux/include/linux/mm_inline.h	lru_tier_from_refs	src/mm/mm_inline.rs	pub	complete	complete	exact name exists in a complete parity file
lru_to_folio	inline	vendor/linux/include/linux/mm.h	lru_to_folio	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
lruvec_init	prototype	vendor/linux/include/linux/mmzone.h	lruvec_init	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lruvec_lru_size	prototype	vendor/linux/include/linux/swap.h	lruvec_lru_size	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
lruvec_pgdat	inline	vendor/linux/include/linux/mmzone.h	lruvec_pgdat	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
lruvec_stat_mod_folio	export	vendor/linux/mm/memcontrol.c	lruvec_stat_mod_folio	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
madvise	syscall	vendor/linux/mm/madvise.c	madvise	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
madvise_collapse	inline	vendor/linux/include/linux/huge_mm.h	madvise_collapse	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
make_device_exclusive	export	vendor/linux/mm/rmap.c	make_device_exclusive	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
managed_zone	inline	vendor/linux/include/linux/mmzone.h	managed_zone	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
map_kernel_pages_complete	export	vendor/linux/mm/memory.c	map_kernel_pages_complete	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
map_kernel_pages_prepare	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h	map_kernel_pages_prepare	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_align_index	inline	vendor/linux/include/linux/pagemap.h	mapping_align_index	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_clear_release_always	inline	vendor/linux/include/linux/pagemap.h	mapping_clear_release_always	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_clear_stable_writes	inline	vendor/linux/include/linux/pagemap.h	mapping_clear_stable_writes	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_clear_unevictable	inline	vendor/linux/include/linux/pagemap.h	mapping_clear_unevictable	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_empty	inline	vendor/linux/include/linux/pagemap.h	mapping_empty	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_exiting	inline	vendor/linux/include/linux/pagemap.h	mapping_exiting	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_gfp_constraint	inline	vendor/linux/include/linux/pagemap.h	mapping_gfp_constraint	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_gfp_mask	inline	vendor/linux/include/linux/pagemap.h	mapping_gfp_mask	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_inaccessible	inline	vendor/linux/include/linux/pagemap.h	mapping_inaccessible	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_large_folio_support	inline	vendor/linux/include/linux/pagemap.h	mapping_large_folio_support	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_max_folio_size	inline	vendor/linux/include/linux/pagemap.h	mapping_max_folio_size	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_max_folio_size_supported	inline	vendor/linux/include/linux/pagemap.h	mapping_max_folio_size_supported	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_read_folio_gfp	export	vendor/linux/mm/filemap.c	mapping_read_folio_gfp	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_release_always	inline	vendor/linux/include/linux/pagemap.h	mapping_release_always	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_error	inline	vendor/linux/include/linux/pagemap.h	mapping_set_error	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_exiting	inline	vendor/linux/include/linux/pagemap.h	mapping_set_exiting	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_folio_min_order	inline	vendor/linux/include/linux/pagemap.h	mapping_set_folio_min_order	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_folio_order_range	inline	vendor/linux/include/linux/pagemap.h	mapping_set_folio_order_range	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_gfp_mask	inline	vendor/linux/include/linux/pagemap.h	mapping_set_gfp_mask	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_inaccessible	inline	vendor/linux/include/linux/pagemap.h	mapping_set_inaccessible	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_large_folios	inline	vendor/linux/include/linux/pagemap.h	mapping_set_large_folios	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_no_writeback_tags	inline	vendor/linux/include/linux/pagemap.h	mapping_set_no_writeback_tags	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_release_always	inline	vendor/linux/include/linux/pagemap.h	mapping_set_release_always	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_stable_writes	inline	vendor/linux/include/linux/pagemap.h	mapping_set_stable_writes	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_unevictable	inline	vendor/linux/include/linux/pagemap.h	mapping_set_unevictable	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_set_writeback_may_deadlock_on_reclaim	inline	vendor/linux/include/linux/pagemap.h	mapping_set_writeback_may_deadlock_on_reclaim	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_shrinkable	inline	vendor/linux/include/linux/pagemap.h	mapping_shrinkable	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_stable_writes	inline	vendor/linux/include/linux/pagemap.h	mapping_stable_writes	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_unevictable	inline	vendor/linux/include/linux/pagemap.h	mapping_unevictable	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_use_writeback_tags	inline	vendor/linux/include/linux/pagemap.h	mapping_use_writeback_tags	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_writeback_may_deadlock_on_reclaim	inline	vendor/linux/include/linux/pagemap.h	mapping_writeback_may_deadlock_on_reclaim	src/mm/filemap.rs	pub	complete	complete	exact name exists in a complete parity file
mapping_wrprotect_range	export	vendor/linux/mm/rmap.c	mapping_wrprotect_range	src/mm/rmap.rs	pub	complete	complete	exact name exists in a complete parity file
mark_page_accessed	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/swap.h	mark_page_accessed	src/mm/page_accounting.rs	pub	complete	complete	exact name exists in a complete parity file
mark_page_reserved	inline	vendor/linux/include/linux/mm.h	mark_page_reserved	src/mm/page_flags.rs	pub	complete	complete	exact name exists in a complete parity file
max_lru_gen_memcg	prototype	vendor/linux/include/linux/mmzone.h	max_lru_gen_memcg	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
max_mapnr	export	vendor/linux/mm/mm_init.c	max_mapnr	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
maybe_mkwrite	inline	vendor/linux/include/linux/mm.h	maybe_mkwrite	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mbind	syscall	vendor/linux/mm/mempolicy.c	mbind	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_from_task	export	vendor/linux/mm/memcontrol.c	mem_cgroup_from_task	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_get_nr_swap_pages	prototype	vendor/linux/include/linux/swap.h	mem_cgroup_get_nr_swap_pages	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_shrink_node	prototype	vendor/linux/include/linux/swap.h	mem_cgroup_shrink_node	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_swap_full	prototype	vendor/linux/include/linux/swap.h	mem_cgroup_swap_full	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_swappiness	inline	vendor/linux/include/linux/swap.h	mem_cgroup_swappiness	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_try_charge_swap	inline	vendor/linux/include/linux/swap.h	mem_cgroup_try_charge_swap	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_cgroup_uncharge_swap	inline	vendor/linux/include/linux/swap.h	mem_cgroup_uncharge_swap	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mem_dump_obj	export	vendor/linux/mm/util.c	mem_dump_obj	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
mem_init	prototype	vendor/linux/include/linux/mm.h	mem_init	src/mm/page_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
mem_map	export	vendor/linux/mm/mm_init.c	mem_map	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mem_section	export	vendor/linux/mm/sparse.c	mem_section	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mem_section_usage_size	prototype	vendor/linux/include/linux/mmzone.h	mem_section_usage_size	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
memalloc_apply_gfp_scope	prototype	vendor/linux/include/linux/vmalloc.h	memalloc_apply_gfp_scope	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
memalloc_restore_scope	prototype	vendor/linux/include/linux/vmalloc.h	memalloc_restore_scope	src/mm/vmalloc.rs	pub	complete	complete	exact name exists in a complete parity file
memblk_nr_poison_inc	prototype	vendor/linux/include/linux/mm.h	memblk_nr_poison_inc	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memblk_nr_poison_sub	prototype	vendor/linux/include/linux/mm.h	memblk_nr_poison_sub	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memcg_bpf_enabled_key	export	vendor/linux/mm/memcontrol.c	memcg_bpf_enabled_key	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memcg_kmem_online_key	export	vendor/linux/mm/memcontrol.c	memcg_kmem_online_key	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memcg_sockets_enabled_key	export	vendor/linux/mm/memcontrol.c	memcg_sockets_enabled_key	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memcmp_pages	prototype	vendor/linux/include/linux/mm.h	memcmp_pages	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memdesc_is_zone_device	inline	vendor/linux/include/linux/mmzone.h	memdesc_is_zone_device	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
memdesc_nid	export	vendor/linux/mm/sparse.c;vendor/linux/include/linux/mm.h	memdesc_nid	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memdesc_section	inline	vendor/linux/include/linux/mm.h	memdesc_section	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memdesc_zonenum	inline	vendor/linux/include/linux/mmzone.h	memdesc_zonenum	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
memdup_user	export	vendor/linux/mm/util.c	memdup_user	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
memdup_user_nul	export	vendor/linux/mm/util.c	memdup_user_nul	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
memfd_create	syscall	vendor/linux/mm/memfd.c	memfd_create	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
memfd_pin_folios	export	vendor/linux/mm/gup.c	memfd_pin_folios	src/mm/gup.rs	pub	complete	complete	exact name exists in a complete parity file
memfd_secret	syscall	vendor/linux/mm/secretmem.c	memfd_secret	src/mm/shmem.rs	pub	complete	complete	exact name exists in a complete parity file
memmap_init_zone_device	prototype	vendor/linux/include/linux/mmzone.h	memmap_init_zone_device	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
memory_add_physaddr_to_nid	export	vendor/linux/mm/numa.c;vendor/linux/mm/numa_memblks.c	memory_add_physaddr_to_nid	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memory_cgrp_subsys	export	vendor/linux/mm/memcontrol.c	memory_cgrp_subsys	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memory_failure	export	vendor/linux/mm/memory-failure.c;vendor/linux/include/linux/mm.h	memory_failure	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
memory_failure_queue	export	vendor/linux/mm/memory-failure.c;vendor/linux/include/linux/mm.h	memory_failure_queue	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mempolicy_in_oom_domain	prototype	vendor/linux/include/linux/mempolicy.h	mempolicy_in_oom_domain	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
mempolicy_set_node_perf	prototype	vendor/linux/include/linux/mempolicy.h	mempolicy_set_node_perf	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
mempolicy_slab_node	prototype	vendor/linux/include/linux/mempolicy.h	mempolicy_slab_node	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_alloc_bulk_noprof	export	vendor/linux/mm/mempool.c	mempool_alloc_bulk_noprof	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_alloc_noprof	export	vendor/linux/mm/mempool.c	mempool_alloc_noprof	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_alloc_pages	export	vendor/linux/mm/mempool.c	mempool_alloc_pages	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_alloc_preallocated	export	vendor/linux/mm/mempool.c	mempool_alloc_preallocated	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_alloc_slab	export	vendor/linux/mm/mempool.c	mempool_alloc_slab	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_create_node_noprof	export	vendor/linux/mm/mempool.c	mempool_create_node_noprof	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_destroy	export	vendor/linux/mm/mempool.c	mempool_destroy	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_exit	export	vendor/linux/mm/mempool.c	mempool_exit	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_free	export	vendor/linux/mm/mempool.c	mempool_free	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_free_bulk	export	vendor/linux/mm/mempool.c	mempool_free_bulk	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_free_pages	export	vendor/linux/mm/mempool.c	mempool_free_pages	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_free_slab	export	vendor/linux/mm/mempool.c	mempool_free_slab	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_init_node	export	vendor/linux/mm/mempool.c	mempool_init_node	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_init_noprof	export	vendor/linux/mm/mempool.c	mempool_init_noprof	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_kfree	export	vendor/linux/mm/mempool.c	mempool_kfree	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_kmalloc	export	vendor/linux/mm/mempool.c	mempool_kmalloc	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
mempool_resize	export	vendor/linux/mm/mempool.c	mempool_resize	src/mm/mempool.rs	pub	complete	complete	exact name exists in a complete parity file
memremap_compat_align	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h	memremap_compat_align	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
memremap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h	memremap_pages	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
memunmap_pages	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h	memunmap_pages	src/mm/memremap.rs	pub	complete	complete	exact name exists in a complete parity file
mf_dax_kill_procs	export	vendor/linux/mm/memory-failure.c	mf_dax_kill_procs	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mhp_get_pluggable_range	export	vendor/linux/mm/memory_hotplug.c	mhp_get_pluggable_range	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mhp_supports_memmap_on_memory	export	vendor/linux/mm/memory_hotplug.c	mhp_supports_memmap_on_memory	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_device_finalize	export	vendor/linux/mm/migrate_device.c	migrate_device_finalize	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_device_pages	export	vendor/linux/mm/migrate_device.c	migrate_device_pages	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_device_pfns	export	vendor/linux/mm/migrate_device.c	migrate_device_pfns	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_device_range	export	vendor/linux/mm/migrate_device.c	migrate_device_range	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_folio	export	vendor/linux/mm/migrate.c	migrate_folio	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_pages	syscall	vendor/linux/mm/mempolicy.c	migrate_pages	src/mm/mempolicy.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_vma_finalize	export	vendor/linux/mm/migrate_device.c	migrate_vma_finalize	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_vma_pages	export	vendor/linux/mm/migrate_device.c	migrate_vma_pages	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migrate_vma_setup	export	vendor/linux/mm/migrate_device.c	migrate_vma_setup	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
migratetype_is_mergeable	inline	vendor/linux/include/linux/mmzone.h	migratetype_is_mergeable	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
min_order_for_split	prototype	vendor/linux/include/linux/huge_mm.h	min_order_for_split	src/mm/huge.rs	pub	complete	complete	exact name exists in a complete parity file
min_wmark_pages	inline	vendor/linux/include/linux/mmzone.h	min_wmark_pages	src/mm/zone.rs	pub	complete	complete	exact name exists in a complete parity file
mincore	syscall	vendor/linux/mm/mincore.c	mincore	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
mk_pte	inline	vendor/linux/include/linux/mm.h	mk_pte	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mlock	syscall	vendor/linux/mm/mlock.c	mlock	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
mlock2	syscall	vendor/linux/mm/mlock.c	mlock2	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
mlockall	syscall	vendor/linux/mm/mlock.c	mlockall	src/mm/syscalls.rs	pub	complete	complete	exact name exists in a complete parity file
mm_account_reclaimed_pages	inline	vendor/linux/include/linux/swap.h	mm_account_reclaimed_pages	src/mm/swap.rs	pub	complete	complete	exact name exists in a complete parity file
mm_alloc_cid	inline	vendor/linux/include/linux/mm_types.h	mm_alloc_cid	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_alloc_cid_noprof	inline	vendor/linux/include/linux/mm_types.h	mm_alloc_cid_noprof	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_cid_size	inline	vendor/linux/include/linux/mm_types.h	mm_cid_size	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_cidmask	inline	vendor/linux/include/linux/mm_types.h	mm_cidmask	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_compute_batch	prototype	vendor/linux/include/linux/mman.h	mm_compute_batch	src/mm/util.rs	pub	complete	complete	exact name exists in a complete parity file
mm_core_init	prototype	vendor/linux/include/linux/mm.h	mm_core_init	src/mm/page_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
mm_core_init_early	prototype	vendor/linux/include/linux/mm.h	mm_core_init_early	src/mm/page_alloc.rs	pub	complete	complete	exact name exists in a complete parity file
mm_counter	inline	vendor/linux/include/linux/mm.h	mm_counter	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_counter_file	inline	vendor/linux/include/linux/mm.h	mm_counter_file	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_cpumask	inline	vendor/linux/include/linux/mm_types.h	mm_cpumask	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_cpus_allowed	inline	vendor/linux/include/linux/mm_types.h	mm_cpus_allowed	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_dec_nr_pmds	inline	vendor/linux/include/linux/mm.h	mm_dec_nr_pmds	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_dec_nr_ptes	inline	vendor/linux/include/linux/mm.h	mm_dec_nr_ptes	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_dec_nr_puds	inline	vendor/linux/include/linux/mm.h	mm_dec_nr_puds	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_destroy_cid	inline	vendor/linux/include/linux/mm_types.h	mm_destroy_cid	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_drop_all_locks	prototype	vendor/linux/include/linux/mm.h	mm_drop_all_locks	src/mm/mm_public.rs	pub	complete	complete	exact name exists in a complete parity file
mm_flags_clear	inline	vendor/linux/include/linux/mm.h	mm_flags_clear	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
mm_flags_clear_all	inline	vendor/linux/include/linux/mm.h	mm_flags_clear_all	src/mm/mm_types.rs	pub	complete	complete	exact name exists in a complete parity file
