linux_symbol	kind	linux_source
mpol_free_shared_policy	export	vendor/linux/mm/mempolicy.c;vendor/linux/include/linux/mempolicy.h
mpol_get	inline	vendor/linux/include/linux/mempolicy.h
mpol_is_preferred_many	inline	vendor/linux/include/linux/mempolicy.h
mpol_misplaced	inline	vendor/linux/include/linux/mempolicy.h
mpol_needs_cond_ref	inline	vendor/linux/include/linux/mempolicy.h
mpol_parse_str	prototype	vendor/linux/include/linux/mempolicy.h
mpol_put	inline	vendor/linux/include/linux/mempolicy.h
mpol_put_task_policy	prototype	vendor/linux/include/linux/mempolicy.h
mpol_rebind_mm	prototype	vendor/linux/include/linux/mempolicy.h
mpol_rebind_task	prototype	vendor/linux/include/linux/mempolicy.h
mpol_set_shared_policy	export	vendor/linux/mm/mempolicy.c
mpol_shared_policy_init	export	vendor/linux/mm/mempolicy.c;vendor/linux/include/linux/mempolicy.h
mpol_shared_policy_lookup	export	vendor/linux/mm/mempolicy.c
mpol_to_str	prototype	vendor/linux/include/linux/mempolicy.h
mprotect	syscall	vendor/linux/mm/mprotect.c
mprotect_fixup	prototype	vendor/linux/include/linux/mm.h
mremap	syscall	vendor/linux/mm/mremap.c;vendor/linux/mm/nommu.c
mseal	syscall	vendor/linux/mm/mseal.c
msync	syscall	vendor/linux/mm/msync.c
mt_calc_adistance	export	vendor/linux/mm/memory-tiers.c
mt_find_alloc_memory_type	export	vendor/linux/mm/memory-tiers.c
mt_perf_to_adistance	export	vendor/linux/mm/memory-tiers.c
mt_put_memory_types	export	vendor/linux/mm/memory-tiers.c
munlock	syscall	vendor/linux/mm/mlock.c
munlockall	syscall	vendor/linux/mm/mlock.c
munmap	syscall	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c
nearest_node_nodemask	export	vendor/linux/mm/mempolicy.c
next_online_pgdat	prototype	vendor/linux/include/linux/mmzone.h
next_order	inline	vendor/linux/include/linux/huge_mm.h
next_present_section_nr	inline	vendor/linux/include/linux/mmzone.h
next_valid_pfn	inline	vendor/linux/include/linux/mmzone.h
next_zone	prototype	vendor/linux/include/linux/mmzone.h
next_zones_zonelist	inline	vendor/linux/include/linux/mmzone.h
node_data	export	vendor/linux/mm/numa.c
node_map_pfn_alignment	prototype	vendor/linux/include/linux/mm.h
node_states	export	vendor/linux/mm/page_alloc.c
nommu_shrink_inode_mappings	prototype	vendor/linux/include/linux/mm.h
noop_backing_dev_info	export	vendor/linux/mm/backing-dev.c
noop_dirty_folio	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h
nr_free_buffer_pages	export	vendor/linux/mm/page_alloc.c;vendor/linux/include/linux/mm.h
nr_node_ids	export	vendor/linux/mm/page_alloc.c
nr_online_nodes	export	vendor/linux/mm/page_alloc.c
nr_swap_pages	export	vendor/linux/mm/swapfile.c
num_pages_contiguous	inline	vendor/linux/include/linux/mm_inline.h
num_poisoned_pages_inc	prototype	vendor/linux/include/linux/mm.h
num_poisoned_pages_sub	prototype	vendor/linux/include/linux/mm.h
numa_default_policy	prototype	vendor/linux/include/linux/mempolicy.h
numa_nearest_node	export	vendor/linux/mm/mempolicy.c
numa_node	export	vendor/linux/mm/page_alloc.c
numa_policy_init	prototype	vendor/linux/include/linux/mempolicy.h
offline_and_remove_memory	export	vendor/linux/mm/memory_hotplug.c
offline_mem_sections	prototype	vendor/linux/include/linux/mmzone.h
old_mmap	syscall	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c
online_device_section	inline	vendor/linux/include/linux/mmzone.h
online_mem_sections	prototype	vendor/linux/include/linux/mmzone.h
online_section	inline	vendor/linux/include/linux/mmzone.h
online_section_nr	inline	vendor/linux/include/linux/mmzone.h
order_is_gigantic	inline	vendor/linux/include/linux/hugetlb.h
p4d_alloc	inline	vendor/linux/include/linux/mm.h
page_address	export	vendor/linux/mm/highmem.c;vendor/linux/include/linux/mm.h
page_address_init	prototype	vendor/linux/include/linux/mm.h
page_cache_async_ra	export	vendor/linux/mm/readahead.c
page_cache_next_miss	export	vendor/linux/mm/filemap.c
page_cache_prev_miss	export	vendor/linux/mm/filemap.c
page_cache_ra_unbounded	export	vendor/linux/mm/readahead.c
page_cache_sync_ra	export	vendor/linux/mm/readahead.c;vendor/linux/include/linux/pagemap.h
page_cgroup_ino	export	vendor/linux/mm/memcontrol.c
page_count	inline	vendor/linux/include/linux/page_ref.h
page_cpupid_reset_last	inline	vendor/linux/include/linux/mm.h
page_frag_cache_drain	export	vendor/linux/mm/page_frag_cache.c
page_frag_free	export	vendor/linux/mm/page_frag_cache.c
page_has_movable_ops	inline	vendor/linux/include/linux/page-flags.h
page_has_type	inline	vendor/linux/include/linux/page-flags.h
page_init_poison	prototype	vendor/linux/include/linux/page-flags.h
page_is_guard	inline	vendor/linux/include/linux/mm.h
page_is_pfmemalloc	inline	vendor/linux/include/linux/mm.h
page_is_ram	prototype	vendor/linux/include/linux/mm.h
page_kasan_tag	inline	vendor/linux/include/linux/mm.h
page_kasan_tag_reset	inline	vendor/linux/include/linux/mm.h
page_kasan_tag_set	inline	vendor/linux/include/linux/mm.h
page_mapcount_is_type	inline	vendor/linux/include/linux/page-flags.h
page_mapped	inline	vendor/linux/include/linux/mm.h
page_offline_begin	export	vendor/linux/mm/util.c;vendor/linux/include/linux/page-flags.h
page_offline_end	export	vendor/linux/mm/util.c;vendor/linux/include/linux/page-flags.h
page_offline_freeze	prototype	vendor/linux/include/linux/page-flags.h
page_offline_thaw	prototype	vendor/linux/include/linux/page-flags.h
page_offset	inline	vendor/linux/include/linux/pagemap.h
page_pgdat	inline	vendor/linux/include/linux/mm.h
page_pgmap	inline	vendor/linux/include/linux/mmzone.h
page_pgoff	inline	vendor/linux/include/linux/pagemap.h
page_poisoning_enabled	inline	vendor/linux/include/linux/mm.h
page_poisoning_enabled_static	inline	vendor/linux/include/linux/mm.h
page_range_contiguous	export	vendor/linux/mm/util.c;vendor/linux/include/linux/mm.h
page_ref_add	inline	vendor/linux/include/linux/page_ref.h
page_ref_add_unless_zero	inline	vendor/linux/include/linux/page_ref.h
page_ref_count	inline	vendor/linux/include/linux/page_ref.h
page_ref_dec	inline	vendor/linux/include/linux/page_ref.h
page_ref_dec_and_test	inline	vendor/linux/include/linux/page_ref.h
page_ref_dec_return	inline	vendor/linux/include/linux/page_ref.h
page_ref_freeze	inline	vendor/linux/include/linux/page_ref.h
page_ref_inc	inline	vendor/linux/include/linux/page_ref.h
page_ref_inc_return	inline	vendor/linux/include/linux/page_ref.h
page_ref_sub	inline	vendor/linux/include/linux/page_ref.h
page_ref_sub_and_test	inline	vendor/linux/include/linux/page_ref.h
page_ref_unfreeze	inline	vendor/linux/include/linux/page_ref.h
page_reporting_order	export	vendor/linux/mm/page_reporting.c
page_reporting_register	export	vendor/linux/mm/page_reporting.c
page_reporting_unregister	export	vendor/linux/mm/page_reporting.c
page_shift	inline	vendor/linux/include/linux/mm.h
page_size	inline	vendor/linux/include/linux/mm.h
page_swap_entry	inline	vendor/linux/include/linux/swap.h
page_table_check_disabled	export	vendor/linux/mm/page_table_check.c
page_to_nid	inline	vendor/linux/include/linux/mm.h
page_type_has_type	inline	vendor/linux/include/linux/page-flags.h
page_vma_mapped_walk	prototype	vendor/linux/include/linux/rmap.h
page_vma_mapped_walk_done	inline	vendor/linux/include/linux/rmap.h
page_zone	inline	vendor/linux/include/linux/mm.h
page_zone_id	inline	vendor/linux/include/linux/mm.h
page_zonenum	inline	vendor/linux/include/linux/mmzone.h
pagecache_get_page	export	vendor/linux/mm/folio-compat.c
pagecache_init	prototype	vendor/linux/include/linux/mm.h
pagecache_isize_extended	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
pagefault_out_of_memory	prototype	vendor/linux/include/linux/mm.h
pages_identical	inline	vendor/linux/include/linux/mm.h
pages_per_huge_page	inline	vendor/linux/include/linux/hugetlb.h
pagetable_alloc_noprof	inline	vendor/linux/include/linux/mm.h
pagetable_dtor	inline	vendor/linux/include/linux/mm.h
pagetable_dtor_free	inline	vendor/linux/include/linux/mm.h
pagetable_free	inline	vendor/linux/include/linux/mm.h
pagetable_free_kernel	prototype	vendor/linux/include/linux/mm.h
pagetable_is_reserved	inline	vendor/linux/include/linux/mm.h
pagetable_p4d_ctor	inline	vendor/linux/include/linux/mm.h
pagetable_pgd_ctor	inline	vendor/linux/include/linux/mm.h
pagetable_pmd_ctor	inline	vendor/linux/include/linux/mm.h
pagetable_pte_ctor	inline	vendor/linux/include/linux/mm.h
pagetable_pud_ctor	inline	vendor/linux/include/linux/mm.h
panic_on_kmsan	export	vendor/linux/mm/kmsan/report.c
pcpu_alloc_noprof	export	vendor/linux/mm/percpu.c
pcpu_free_vm_areas	prototype	vendor/linux/include/linux/vmalloc.h
pfn_folio	inline	vendor/linux/include/linux/mm.h
pfn_in_present_section	inline	vendor/linux/include/linux/mmzone.h
pfn_is_unaccepted_memory	inline	vendor/linux/include/linux/mm.h
pfn_section_first_valid	inline	vendor/linux/include/linux/mmzone.h
pfn_section_valid	inline	vendor/linux/include/linux/mmzone.h
pfn_to_online_page	export	vendor/linux/mm/memory_hotplug.c
pfn_to_section_nr	inline	vendor/linux/include/linux/mmzone.h
pfn_valid	inline	vendor/linux/include/linux/mmzone.h
pfnmap_track_ctx_release	prototype	vendor/linux/include/linux/mm_inline.h
pgd_write	inline	vendor/linux/include/linux/hugetlb.h
pgdat_end_pfn	inline	vendor/linux/include/linux/mmzone.h
pgmap_altmap	inline	vendor/linux/include/linux/memremap.h
pgmap_has_memory_failure	inline	vendor/linux/include/linux/memremap.h
pgmap_pfn_valid	prototype	vendor/linux/include/linux/memremap.h
pgmap_vmemmap_nr	inline	vendor/linux/include/linux/memremap.h
phys_to_target_node	export	vendor/linux/mm/numa.c;vendor/linux/mm/numa_memblks.c
pin_user_pages	export	vendor/linux/mm/gup.c
pin_user_pages_fast	export	vendor/linux/mm/gup.c
pin_user_pages_remote	export	vendor/linux/mm/gup.c
pin_user_pages_unlocked	export	vendor/linux/mm/gup.c
pkey_alloc	syscall	vendor/linux/mm/mprotect.c
pkey_free	syscall	vendor/linux/mm/mprotect.c
pkey_mprotect	syscall	vendor/linux/mm/mprotect.c
pmd_alloc	inline	vendor/linux/include/linux/mm.h
pmd_is_huge	inline	vendor/linux/include/linux/huge_mm.h
pmd_lock	inline	vendor/linux/include/linux/mm.h
pmd_lockptr	inline	vendor/linux/include/linux/mm.h
pmd_mkspecial	inline	vendor/linux/include/linux/mm.h
pmd_pgtable_page	inline	vendor/linux/include/linux/mm.h
pmd_ptdesc	inline	vendor/linux/include/linux/mm.h
pmd_ptlock_init	inline	vendor/linux/include/linux/mm.h
pmd_special	inline	vendor/linux/include/linux/mm.h
pmd_trans_huge_lock	inline	vendor/linux/include/linux/huge_mm.h
populated_zone	inline	vendor/linux/include/linux/mmzone.h
preinited_vmemmap_section	inline	vendor/linux/include/linux/mmzone.h
prep_compound_page	prototype	vendor/linux/include/linux/mm.h
present_section	inline	vendor/linux/include/linux/mmzone.h
present_section_nr	inline	vendor/linux/include/linux/mmzone.h
print_vma_addr	prototype	vendor/linux/include/linux/mm.h
process_madvise	syscall	vendor/linux/mm/madvise.c
process_mrelease	syscall	vendor/linux/mm/oom_kill.c
process_shares_mm	prototype	vendor/linux/include/linux/mm.h
process_vm_readv	syscall	vendor/linux/mm/process_vm_access.c
process_vm_writev	syscall	vendor/linux/mm/process_vm_access.c
promo_wmark_pages	inline	vendor/linux/include/linux/mmzone.h
ptdesc_address	inline	vendor/linux/include/linux/mm.h
ptdesc_clear_kernel	inline	vendor/linux/include/linux/mm.h
ptdesc_pmd_is_shared	inline	vendor/linux/include/linux/mm_types.h
ptdesc_pmd_pts_count	inline	vendor/linux/include/linux/mm_types.h
ptdesc_pmd_pts_dec	inline	vendor/linux/include/linux/mm_types.h
ptdesc_pmd_pts_inc	inline	vendor/linux/include/linux/mm_types.h
ptdesc_pmd_pts_init	inline	vendor/linux/include/linux/mm_types.h
ptdesc_set_kernel	inline	vendor/linux/include/linux/mm.h
ptdesc_test_kernel	inline	vendor/linux/include/linux/mm.h
pte_alloc_huge	inline	vendor/linux/include/linux/hugetlb.h
pte_lockptr	inline	vendor/linux/include/linux/mm.h
pte_mkspecial	inline	vendor/linux/include/linux/mm.h
pte_offset_huge	inline	vendor/linux/include/linux/hugetlb.h
pte_offset_map	inline	vendor/linux/include/linux/mm.h
pte_special	inline	vendor/linux/include/linux/mm.h
ptep_lockptr	inline	vendor/linux/include/linux/mm.h
ptlock_alloc	prototype	vendor/linux/include/linux/mm.h
ptlock_cache_init	prototype	vendor/linux/include/linux/mm.h
ptlock_free	prototype	vendor/linux/include/linux/mm.h
ptlock_init	inline	vendor/linux/include/linux/mm.h
ptlock_ptr	inline	vendor/linux/include/linux/mm.h
pud_alloc	inline	vendor/linux/include/linux/mm.h
pud_lock	inline	vendor/linux/include/linux/mm.h
pud_lockptr	inline	vendor/linux/include/linux/mm.h
pud_mkspecial	inline	vendor/linux/include/linux/mm.h
pud_special	inline	vendor/linux/include/linux/mm.h
pud_trans_huge_lock	inline	vendor/linux/include/linux/huge_mm.h
put_dev_pagemap	inline	vendor/linux/include/linux/memremap.h
put_memory_type	export	vendor/linux/mm/memory-tiers.c
put_page	inline	vendor/linux/include/linux/mm.h
put_page_testzero	inline	vendor/linux/include/linux/mm.h
put_swap_device	inline	vendor/linux/include/linux/swap.h
random_kmalloc_seed	export	vendor/linux/mm/slab_common.c
randomize_page	prototype	vendor/linux/include/linux/mm.h
randomize_stack_top	prototype	vendor/linux/include/linux/mm.h
range_contains_unaccepted_memory	prototype	vendor/linux/include/linux/mm.h
range_in_vma	inline	vendor/linux/include/linux/mm.h
range_in_vma_desc	inline	vendor/linux/include/linux/mm.h
range_is_subset	inline	vendor/linux/include/linux/mm.h
rcu_read_lock	prototype	vendor/linux/include/linux/slab.h
rcu_read_unlock	prototype	vendor/linux/include/linux/slab.h
rcuwait_wake_up	prototype	vendor/linux/include/linux/mmap_lock.h
read_cache_folio	export	vendor/linux/mm/filemap.c
read_cache_page	export	vendor/linux/mm/filemap.c
read_cache_page_gfp	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
read_mapping_folio	inline	vendor/linux/include/linux/pagemap.h
read_mapping_page	inline	vendor/linux/include/linux/pagemap.h
readahead	syscall	vendor/linux/mm/readahead.c
readahead_batch_length	inline	vendor/linux/include/linux/pagemap.h
readahead_count	inline	vendor/linux/include/linux/pagemap.h
readahead_expand	export	vendor/linux/mm/readahead.c
readahead_folio	inline	vendor/linux/include/linux/pagemap.h
readahead_gfp_mask	inline	vendor/linux/include/linux/pagemap.h
readahead_index	inline	vendor/linux/include/linux/pagemap.h
readahead_length	inline	vendor/linux/include/linux/pagemap.h
readahead_pos	inline	vendor/linux/include/linux/pagemap.h
recheck_lru_gen_max_memcg	prototype	vendor/linux/include/linux/mmzone.h
reclaim_register_node	prototype	vendor/linux/include/linux/swap.h
reclaim_unregister_node	prototype	vendor/linux/include/linux/swap.h
redirty_page_for_writepage	export	vendor/linux/mm/folio-compat.c
register_kmmio_probe	prototype	vendor/linux/include/linux/mmiotrace.h
register_mt_adistance_algorithm	export	vendor/linux/mm/memory-tiers.c
register_oom_notifier	export	vendor/linux/mm/oom_kill.c
register_pfn_address_space	export	vendor/linux/mm/memory-failure.c
register_vmap_purge_notifier	export	vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h
release_fault_lock	inline	vendor/linux/include/linux/mm.h
release_pages	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/mm.h
remap_file_pages	syscall	vendor/linux/mm/mmap.c
remap_pfn_range	export	vendor/linux/mm/memory.c;vendor/linux/mm/nommu.c
remap_vmalloc_range	export	vendor/linux/mm/nommu.c;vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h
remap_vmalloc_range_partial	prototype	vendor/linux/include/linux/vmalloc.h
remove_mapping	prototype	vendor/linux/include/linux/swap.h
remove_memory	export	vendor/linux/mm/memory_hotplug.c
remove_vm_area	prototype	vendor/linux/include/linux/vmalloc.h
reparent_deferred_split_queue	prototype	vendor/linux/include/linux/huge_mm.h
replace_free_hugepage_folios	prototype	vendor/linux/include/linux/hugetlb.h
replace_mm_exe_file	prototype	vendor/linux/include/linux/mm.h
replace_page_cache_folio	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
reserve_mem_find_by_name	export	vendor/linux/mm/memblock.c;vendor/linux/include/linux/mm.h
reserve_mem_release_by_name	prototype	vendor/linux/include/linux/mm.h
reset_mm_hiwater_rss	inline	vendor/linux/include/linux/mm.h
restore_online_page_callback	export	vendor/linux/mm/memory_hotplug.c
resv_map_alloc	prototype	vendor/linux/include/linux/hugetlb.h
resv_map_release	prototype	vendor/linux/include/linux/hugetlb.h
rmap_walk	prototype	vendor/linux/include/linux/rmap.h
rmap_walk_ksm	prototype	vendor/linux/include/linux/ksm.h
rmap_walk_locked	prototype	vendor/linux/include/linux/rmap.h
root_mem_cgroup	export	vendor/linux/mm/memcontrol.c
section_map_size	prototype	vendor/linux/include/linux/mm.h
section_nr_to_pfn	inline	vendor/linux/include/linux/mmzone.h
section_to_usemap	inline	vendor/linux/include/linux/mmzone.h
set_compound_head	inline	vendor/linux/include/linux/page-flags.h
set_huge_pte_at	inline	vendor/linux/include/linux/hugetlb.h
set_mempolicy	syscall	vendor/linux/mm/mempolicy.c
set_mempolicy_home_node	syscall	vendor/linux/mm/mempolicy.c
set_mm_exe_file	prototype	vendor/linux/include/linux/mm.h
set_movable_ops	export	vendor/linux/mm/migrate.c
set_online_page_callback	export	vendor/linux/mm/memory_hotplug.c
set_page_address	prototype	vendor/linux/include/linux/mm.h
set_page_count	inline	vendor/linux/include/linux/page_ref.h
set_page_dirty	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/mm.h
set_page_dirty_lock	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/mm.h
set_page_guard	inline	vendor/linux/include/linux/mm.h
set_page_links	inline	vendor/linux/include/linux/mm.h
set_page_node	inline	vendor/linux/include/linux/mm.h
set_page_pfmemalloc	inline	vendor/linux/include/linux/mm.h
set_page_private	inline	vendor/linux/include/linux/mm_types.h
set_page_section	inline	vendor/linux/include/linux/mm.h
set_page_writeback	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/page-flags.h
set_page_zone	inline	vendor/linux/include/linux/mm.h
set_vm_flush_reset_perms	inline	vendor/linux/include/linux/vmalloc.h
setmax_mm_hiwater_rss	inline	vendor/linux/include/linux/mm.h
setup_nr_node_ids	prototype	vendor/linux/include/linux/mm.h
setup_per_cpu_pageset	prototype	vendor/linux/include/linux/mm.h
shake_folio	export	vendor/linux/mm/memory-failure.c
shmem_allowable_huge_orders	inline	vendor/linux/include/linux/shmem_fs.h
shmem_charge	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_fallocend	inline	vendor/linux/include/linux/shmem_fs.h
shmem_file	inline	vendor/linux/include/linux/shmem_fs.h
shmem_file_setup	export	vendor/linux/mm/shmem.c
shmem_file_setup_with_mnt	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h
shmem_freeze	inline	vendor/linux/include/linux/shmem_fs.h
shmem_get_folio	export	vendor/linux/mm/shmem.c
shmem_get_unmapped_area	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_hpage_pmd_enabled	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_init	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_init_fs_context	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_kernel_file_setup	export	vendor/linux/mm/shmem.c
shmem_lock	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_mapping	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h
shmem_partial_swap_usage	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_read_folio	inline	vendor/linux/include/linux/shmem_fs.h
shmem_read_folio_gfp	export	vendor/linux/mm/shmem.c
shmem_read_mapping_page	inline	vendor/linux/include/linux/shmem_fs.h
shmem_read_mapping_page_gfp	export	vendor/linux/mm/shmem.c
shmem_swap_usage	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_truncate_range	export	vendor/linux/mm/shmem.c;vendor/linux/include/linux/shmem_fs.h
shmem_uncharge	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_unlock_mapping	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_unuse	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_writeout	export	vendor/linux/mm/shmem.c
shmem_zero_setup	prototype	vendor/linux/include/linux/shmem_fs.h
shmem_zero_setup_desc	prototype	vendor/linux/include/linux/shmem_fs.h
show_mem	inline	vendor/linux/include/linux/mm.h
shrink_all_memory	prototype	vendor/linux/include/linux/swap.h
shrinker_alloc	export	vendor/linux/mm/shrinker.c
shrinker_debugfs_rename	export	vendor/linux/mm/shrinker_debug.c
shrinker_free	export	vendor/linux/mm/shrinker.c
shrinker_register	export	vendor/linux/mm/shrinker.c
si_mem_available	export	vendor/linux/mm/show_mem.c;vendor/linux/include/linux/mm.h
si_meminfo	export	vendor/linux/mm/show_mem.c;vendor/linux/include/linux/mm.h
si_meminfo_node	prototype	vendor/linux/include/linux/mm.h
si_swapinfo	prototype	vendor/linux/include/linux/swap.h
size_to_hstate	inline	vendor/linux/include/linux/hugetlb.h
slab_is_available	prototype	vendor/linux/include/linux/slab.h
snapshot_page	prototype	vendor/linux/include/linux/mm.h
snapshot_page_is_faithful	inline	vendor/linux/include/linux/mm.h
soft_offline_page	prototype	vendor/linux/include/linux/mm.h
sparse_buffer_alloc	prototype	vendor/linux/include/linux/mm.h
sparse_vmemmap_init_nid_early	prototype	vendor/linux/include/linux/mmzone.h
sparse_vmemmap_init_nid_late	prototype	vendor/linux/include/linux/mmzone.h
split_folio_to_list	prototype	vendor/linux/include/linux/huge_mm.h
split_folio_to_list_to_order	inline	vendor/linux/include/linux/huge_mm.h
split_folio_to_order	inline	vendor/linux/include/linux/huge_mm.h
split_huge_page	inline	vendor/linux/include/linux/huge_mm.h
split_huge_page_to_list_to_order	inline	vendor/linux/include/linux/huge_mm.h
split_huge_page_to_order	inline	vendor/linux/include/linux/huge_mm.h
split_huge_pmd_address	inline	vendor/linux/include/linux/huge_mm.h
split_huge_pmd_locked	inline	vendor/linux/include/linux/huge_mm.h
split_page	export	vendor/linux/mm/page_alloc.c;vendor/linux/include/linux/mm.h
stable_page_flags	prototype	vendor/linux/include/linux/page-flags.h
stack_guard_start_gap	inline	vendor/linux/include/linux/mm.h
strndup_user	export	vendor/linux/mm/util.c
subpool_inode	inline	vendor/linux/include/linux/hugetlb.h
subsection_map_index	inline	vendor/linux/include/linux/mmzone.h
swap_alloc_hibernation_slot	prototype	vendor/linux/include/linux/swap.h
swap_dup_entry_direct	prototype	vendor/linux/include/linux/swap.h
swap_entry_swapped	prototype	vendor/linux/include/linux/swap.h
swap_folio_sector	prototype	vendor/linux/include/linux/swap.h
swap_free_hibernation_slot	prototype	vendor/linux/include/linux/swap.h
swap_put_entries_direct	prototype	vendor/linux/include/linux/swap.h
swap_setup	prototype	vendor/linux/include/linux/swap.h
swap_type_of	prototype	vendor/linux/include/linux/swap.h
swapdev_block	prototype	vendor/linux/include/linux/swap.h
swapoff	syscall	vendor/linux/mm/swapfile.c
swapon	syscall	vendor/linux/mm/swapfile.c
swp_swapcount	prototype	vendor/linux/include/linux/swap.h
tag_pages_for_writeback	export	vendor/linux/mm/page-writeback.c
thp_disabled_by_hw	inline	vendor/linux/include/linux/huge_mm.h
thp_get_unmapped_area	export	vendor/linux/mm/huge_memory.c
thp_migration_supported	inline	vendor/linux/include/linux/huge_mm.h
thp_order	inline	vendor/linux/include/linux/mm.h
thp_size	inline	vendor/linux/include/linux/mm.h
thp_vma_allowable_orders	inline	vendor/linux/include/linux/huge_mm.h
thp_vma_suitable_order	inline	vendor/linux/include/linux/huge_mm.h
thp_vma_suitable_orders	inline	vendor/linux/include/linux/huge_mm.h
tlb_finish_mmu	prototype	vendor/linux/include/linux/mm_types.h
tlb_gather_mmu	prototype	vendor/linux/include/linux/mm_types.h
tlb_gather_mmu_fullmm	prototype	vendor/linux/include/linux/mm_types.h
tlb_gather_mmu_vma	prototype	vendor/linux/include/linux/mm_types.h
total_swapcache_pages	inline	vendor/linux/include/linux/swap.h
totalram_pages	inline	vendor/linux/include/linux/mm.h
totalram_pages_add	inline	vendor/linux/include/linux/mm.h
totalram_pages_dec	inline	vendor/linux/include/linux/mm.h
totalram_pages_inc	inline	vendor/linux/include/linux/mm.h
truncate_inode_pages	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
truncate_inode_pages_final	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
truncate_inode_pages_range	export	vendor/linux/mm/truncate.c
truncate_pagecache	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
truncate_pagecache_range	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
truncate_setsize	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/mm.h
try_folio_split_to_order	inline	vendor/linux/include/linux/huge_mm.h
try_get_page	inline	vendor/linux/include/linux/mm.h
try_offline_node	export	vendor/linux/mm/memory_hotplug.c
try_to_free_mem_cgroup_pages	prototype	vendor/linux/include/linux/swap.h
try_to_free_pages	prototype	vendor/linux/include/linux/swap.h
try_to_migrate	prototype	vendor/linux/include/linux/rmap.h
try_to_unmap	prototype	vendor/linux/include/linux/rmap.h
trylock_page	inline	vendor/linux/include/linux/pagemap.h
unlock_page	export	vendor/linux/mm/folio-compat.c;vendor/linux/include/linux/pagemap.h
unmap_huge_pmd_locked	inline	vendor/linux/include/linux/huge_mm.h
unmap_mapping_pages	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
unmap_mapping_range	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
unmap_shared_mapping_range	inline	vendor/linux/include/linux/mm.h
unpin_folio	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
unpin_folios	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
unpin_user_folio	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
unpin_user_page	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
unpin_user_page_range_dirty_lock	export	vendor/linux/mm/gup.c
unpin_user_pages	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
unpin_user_pages_dirty_lock	export	vendor/linux/mm/gup.c
unpoison_memory	export	vendor/linux/mm/memory-failure.c;vendor/linux/include/linux/mm.h
unregister_kmmio_probe	prototype	vendor/linux/include/linux/mmiotrace.h
unregister_mt_adistance_algorithm	export	vendor/linux/mm/memory-tiers.c
unregister_oom_notifier	export	vendor/linux/mm/oom_kill.c
unregister_pfn_address_space	export	vendor/linux/mm/memory-failure.c
unregister_vmap_purge_notifier	export	vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h
update_hiwater_rss	inline	vendor/linux/include/linux/mm.h
update_hiwater_vm	inline	vendor/linux/include/linux/mm.h
update_lru_size	inline	vendor/linux/include/linux/mm_inline.h
user_alloc_needs_zeroing	inline	vendor/linux/include/linux/mm.h
user_shm_lock	prototype	vendor/linux/include/linux/mm.h
user_shm_unlock	prototype	vendor/linux/include/linux/mm.h
valid_section	inline	vendor/linux/include/linux/mmzone.h
valid_section_nr	inline	vendor/linux/include/linux/mmzone.h
validate_slab_cache	export	vendor/linux/mm/slub.c
validate_usercopy_range	export	vendor/linux/mm/usercopy.c
vcalloc_noprof	export	vendor/linux/mm/util.c;vendor/linux/include/linux/vmalloc.h
