linux_symbol	kind	linux_source
filemap_fdatawait_range_keep_errors	export	vendor/linux/mm/filemap.c
filemap_fdatawrite	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
filemap_fdatawrite_range	export	vendor/linux/mm/filemap.c
filemap_flush	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
filemap_flush_nr	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
filemap_flush_range	export	vendor/linux/mm/filemap.c
filemap_get_entry	prototype	vendor/linux/include/linux/pagemap.h
filemap_get_folio	inline	vendor/linux/include/linux/pagemap.h
filemap_get_folios	export	vendor/linux/mm/filemap.c
filemap_get_folios_contig	export	vendor/linux/mm/filemap.c
filemap_get_folios_tag	export	vendor/linux/mm/filemap.c
filemap_get_order	inline	vendor/linux/include/linux/pagemap.h
filemap_grab_folio	inline	vendor/linux/include/linux/pagemap.h
filemap_invalidate_inode	export	vendor/linux/mm/filemap.c
filemap_invalidate_lock_two	export	vendor/linux/mm/filemap.c
filemap_invalidate_unlock_two	export	vendor/linux/mm/filemap.c
filemap_lock_folio	inline	vendor/linux/include/linux/pagemap.h
filemap_lock_hugetlb_folio	inline	vendor/linux/include/linux/hugetlb.h
filemap_map_pages	export	vendor/linux/mm/filemap.c;vendor/linux/mm/nommu.c;vendor/linux/include/linux/mm.h
filemap_migrate_folio	export	vendor/linux/mm/migrate.c
filemap_nr_thps	inline	vendor/linux/include/linux/pagemap.h
filemap_nr_thps_dec	inline	vendor/linux/include/linux/pagemap.h
filemap_nr_thps_inc	inline	vendor/linux/include/linux/pagemap.h
filemap_page_mkwrite	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/mm.h
filemap_range_has_page	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
filemap_range_has_writeback	export	vendor/linux/mm/filemap.c
filemap_range_needs_writeback	inline	vendor/linux/include/linux/pagemap.h
filemap_read	export	vendor/linux/mm/filemap.c
filemap_release_folio	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
filemap_remove_folio	prototype	vendor/linux/include/linux/pagemap.h
filemap_sample_wb_err	inline	vendor/linux/include/linux/pagemap.h
filemap_set_wb_err	inline	vendor/linux/include/linux/pagemap.h
filemap_splice_read	export	vendor/linux/mm/filemap.c
filemap_write_and_wait	inline	vendor/linux/include/linux/pagemap.h
filemap_write_and_wait_range	export	vendor/linux/mm/filemap.c
find_exact_vma	inline	vendor/linux/include/linux/mm.h
find_first_swap	prototype	vendor/linux/include/linux/swap.h
find_get_page	inline	vendor/linux/include/linux/pagemap.h
find_get_page_flags	inline	vendor/linux/include/linux/pagemap.h
find_lock_page	inline	vendor/linux/include/linux/pagemap.h
find_or_create_page	inline	vendor/linux/include/linux/pagemap.h
find_vm_area	prototype	vendor/linux/include/linux/vmalloc.h
find_vma	export	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c;vendor/linux/include/linux/mm.h
find_vma_intersection	export	vendor/linux/mm/mmap.c;vendor/linux/mm/nommu.c
find_vma_prev	prototype	vendor/linux/include/linux/mm.h
finish_fault	prototype	vendor/linux/include/linux/mm.h
first_online_pgdat	prototype	vendor/linux/include/linux/mmzone.h
first_valid_pfn	inline	vendor/linux/include/linux/mmzone.h
first_zones_zonelist	inline	vendor/linux/include/linux/mmzone.h
fixup_hugetlb_reservations	prototype	vendor/linux/include/linux/hugetlb.h
fixup_user_fault	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
flush_dcache_folio	export	vendor/linux/mm/util.c
folio_account_cleaned	prototype	vendor/linux/include/linux/pagemap.h
folio_add_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_add_lru	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/swap.h
folio_add_lru_vma	prototype	vendor/linux/include/linux/swap.h
folio_add_pin	prototype	vendor/linux/include/linux/mm.h
folio_add_pins	export	vendor/linux/mm/gup.c;vendor/linux/include/linux/mm.h
folio_add_return_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_address	inline	vendor/linux/include/linux/mm.h
folio_alloc_noprof	export	vendor/linux/mm/mempolicy.c
folio_attach_private	inline	vendor/linux/include/linux/pagemap.h
folio_cancel_dirty	inline	vendor/linux/include/linux/pagemap.h
folio_change_private	inline	vendor/linux/include/linux/pagemap.h
folio_clear_dirty_for_io	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h
folio_clear_hugetlb_hwpoison	prototype	vendor/linux/include/linux/hugetlb.h
folio_contain_hwpoisoned_page	inline	vendor/linux/include/linux/page-flags.h
folio_contains	inline	vendor/linux/include/linux/pagemap.h
folio_copy	export	vendor/linux/mm/util.c;vendor/linux/include/linux/mm.h
folio_deactivate	prototype	vendor/linux/include/linux/swap.h
folio_detach_private	inline	vendor/linux/include/linux/pagemap.h
folio_dup_file_rmap_pmd	inline	vendor/linux/include/linux/rmap.h
folio_dup_file_rmap_pte	inline	vendor/linux/include/linux/rmap.h
folio_dup_file_rmap_ptes	inline	vendor/linux/include/linux/rmap.h
folio_end_dropbehind	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_end_private_2	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_end_read	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_end_writeback	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_end_writeback_no_dropbehind	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_entire_mapcount	inline	vendor/linux/include/linux/mm.h
folio_expected_ref_count	inline	vendor/linux/include/linux/mm.h
folio_file_page	inline	vendor/linux/include/linux/pagemap.h
folio_flush_mapping	inline	vendor/linux/include/linux/pagemap.h
folio_free_swap	prototype	vendor/linux/include/linux/swap.h
folio_get	inline	vendor/linux/include/linux/mm.h
folio_get_nontail_page	inline	vendor/linux/include/linux/mm.h
folio_get_private	inline	vendor/linux/include/linux/mm_types.h
folio_has_pincount	inline	vendor/linux/include/linux/mm.h
folio_has_private	inline	vendor/linux/include/linux/page-flags.h
folio_hstate	inline	vendor/linux/include/linux/hugetlb.h
folio_inode	inline	vendor/linux/include/linux/pagemap.h
folio_invalidate	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/pagemap.h
folio_is_device_coherent	inline	vendor/linux/include/linux/memremap.h
folio_is_device_private	inline	vendor/linux/include/linux/memremap.h
folio_is_file_lru	inline	vendor/linux/include/linux/mm_inline.h
folio_is_fsdax	inline	vendor/linux/include/linux/memremap.h
folio_is_longterm_pinnable	inline	vendor/linux/include/linux/mm.h
folio_is_pci_p2pdma	inline	vendor/linux/include/linux/memremap.h
folio_is_pfmemalloc	inline	vendor/linux/include/linux/mm.h
folio_is_zone_device	inline	vendor/linux/include/linux/mmzone.h
folio_is_zone_movable	inline	vendor/linux/include/linux/mmzone.h
folio_isolate_hugetlb	prototype	vendor/linux/include/linux/hugetlb.h
folio_large_mapcount	inline	vendor/linux/include/linux/mm.h
folio_large_nr_pages	inline	vendor/linux/include/linux/mm.h
folio_large_order	inline	vendor/linux/include/linux/mm.h
folio_last_cpupid	inline	vendor/linux/include/linux/mm.h
folio_lock	inline	vendor/linux/include/linux/pagemap.h
folio_lock_killable	inline	vendor/linux/include/linux/pagemap.h
folio_lock_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_lock_or_retry	inline	vendor/linux/include/linux/pagemap.h
folio_lru_gen	inline	vendor/linux/include/linux/mm_inline.h
folio_lru_list	inline	vendor/linux/include/linux/mm_inline.h
folio_lru_refs	inline	vendor/linux/include/linux/mm_inline.h
folio_mapcount	inline	vendor/linux/include/linux/mm.h
folio_mapped	inline	vendor/linux/include/linux/mm.h
folio_mapping	export	vendor/linux/mm/util.c
folio_mark_accessed	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/swap.h
folio_mark_dirty	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/mm.h
folio_mark_dirty_lock	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/mm.h
folio_mark_lazyfree	prototype	vendor/linux/include/linux/swap.h
folio_mark_uptodate	inline	vendor/linux/include/linux/page-flags.h
folio_may_be_lru_cached	inline	vendor/linux/include/linux/swap.h
folio_maybe_dma_pinned	inline	vendor/linux/include/linux/mm.h
folio_maybe_mapped_shared	inline	vendor/linux/include/linux/mm.h
folio_mc_copy	export	vendor/linux/mm/util.c;vendor/linux/include/linux/mm.h
folio_migrate_flags	export	vendor/linux/mm/migrate.c
folio_migrate_ksm	prototype	vendor/linux/include/linux/ksm.h
folio_migrate_mapping	export	vendor/linux/mm/migrate.c
folio_migrate_refs	inline	vendor/linux/include/linux/mm_inline.h
folio_mk_pmd	inline	vendor/linux/include/linux/mm.h
folio_mk_pte	inline	vendor/linux/include/linux/mm.h
folio_mk_pud	inline	vendor/linux/include/linux/mm.h
folio_mkclean	export	vendor/linux/mm/rmap.c;vendor/linux/include/linux/rmap.h
folio_mkwrite_check_truncate	inline	vendor/linux/include/linux/pagemap.h
folio_mm_id	inline	vendor/linux/include/linux/rmap.h
folio_move_anon_rmap	prototype	vendor/linux/include/linux/rmap.h
folio_needs_cow_for_dma	inline	vendor/linux/include/linux/mm.h
folio_next	inline	vendor/linux/include/linux/mm.h
folio_next_index	inline	vendor/linux/include/linux/pagemap.h
folio_next_pos	inline	vendor/linux/include/linux/pagemap.h
folio_nid	inline	vendor/linux/include/linux/mm.h
folio_nr_pages	inline	vendor/linux/include/linux/mm.h
folio_order	inline	vendor/linux/include/linux/mm.h
folio_page_idx	inline	vendor/linux/include/linux/mm.h
folio_pfn	inline	vendor/linux/include/linux/mm.h
folio_pgdat	inline	vendor/linux/include/linux/mm.h
folio_pgoff	inline	vendor/linux/include/linux/pagemap.h
folio_pos	inline	vendor/linux/include/linux/pagemap.h
folio_put	inline	vendor/linux/include/linux/mm.h
folio_put_refs	inline	vendor/linux/include/linux/mm.h
folio_put_testzero	inline	vendor/linux/include/linux/mm.h
folio_putback_hugetlb	prototype	vendor/linux/include/linux/hugetlb.h
folio_redirty_for_writepage	export	vendor/linux/mm/page-writeback.c
folio_ref_add	inline	vendor/linux/include/linux/page_ref.h
folio_ref_add_unless_zero	inline	vendor/linux/include/linux/page_ref.h
folio_ref_count	inline	vendor/linux/include/linux/page_ref.h
folio_ref_dec	inline	vendor/linux/include/linux/page_ref.h
folio_ref_dec_and_test	inline	vendor/linux/include/linux/page_ref.h
folio_ref_dec_return	inline	vendor/linux/include/linux/page_ref.h
folio_ref_freeze	inline	vendor/linux/include/linux/page_ref.h
folio_ref_inc	inline	vendor/linux/include/linux/page_ref.h
folio_ref_inc_return	inline	vendor/linux/include/linux/page_ref.h
folio_ref_sub	inline	vendor/linux/include/linux/page_ref.h
folio_ref_sub_and_test	inline	vendor/linux/include/linux/page_ref.h
folio_ref_sub_return	inline	vendor/linux/include/linux/page_ref.h
folio_ref_try_add	inline	vendor/linux/include/linux/page_ref.h
folio_ref_unfreeze	inline	vendor/linux/include/linux/page_ref.h
folio_referenced	inline	vendor/linux/include/linux/rmap.h
folio_reset_order	inline	vendor/linux/include/linux/mm.h
folio_set_count	inline	vendor/linux/include/linux/page_ref.h
folio_set_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_set_mm_id	inline	vendor/linux/include/linux/rmap.h
folio_set_zone_device_data	inline	vendor/linux/include/linux/memremap.h
folio_shift	inline	vendor/linux/include/linux/mm.h
folio_size	inline	vendor/linux/include/linux/mm.h
folio_split_unmapped	prototype	vendor/linux/include/linux/huge_mm.h
folio_sub_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_sub_return_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_test_anon	inline	vendor/linux/include/linux/page-flags.h
folio_test_head	inline	vendor/linux/include/linux/page-flags.h
folio_test_ksm	inline	vendor/linux/include/linux/page-flags.h
folio_test_large	inline	vendor/linux/include/linux/page-flags.h
folio_test_lazyfree	inline	vendor/linux/include/linux/page-flags.h
folio_test_pmd_mappable	inline	vendor/linux/include/linux/huge_mm.h
folio_test_swapcache	inline	vendor/linux/include/linux/page-flags.h
folio_test_uptodate	inline	vendor/linux/include/linux/page-flags.h
folio_throttle_swaprate	inline	vendor/linux/include/linux/swap.h
folio_try_dup_anon_rmap_pmd	inline	vendor/linux/include/linux/rmap.h
folio_try_dup_anon_rmap_pte	inline	vendor/linux/include/linux/rmap.h
folio_try_dup_anon_rmap_ptes	inline	vendor/linux/include/linux/rmap.h
folio_try_get	inline	vendor/linux/include/linux/page_ref.h
folio_try_share_anon_rmap_pmd	inline	vendor/linux/include/linux/rmap.h
folio_try_share_anon_rmap_pte	inline	vendor/linux/include/linux/rmap.h
folio_trylock	inline	vendor/linux/include/linux/pagemap.h
folio_unlock	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_unlock_large_mapcount	inline	vendor/linux/include/linux/rmap.h
folio_use_access_time	prototype	vendor/linux/include/linux/mm.h
folio_wait_bit	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_wait_bit_killable	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_wait_locked	inline	vendor/linux/include/linux/pagemap.h
folio_wait_locked_killable	inline	vendor/linux/include/linux/pagemap.h
folio_wait_private_2	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_wait_private_2_killable	export	vendor/linux/mm/filemap.c;vendor/linux/include/linux/pagemap.h
folio_wait_stable	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h
folio_wait_writeback	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h
folio_wait_writeback_killable	export	vendor/linux/mm/page-writeback.c;vendor/linux/include/linux/pagemap.h
folio_xchg_access_time	inline	vendor/linux/include/linux/mm.h
folio_xchg_last_cpupid	prototype	vendor/linux/include/linux/mm.h
folio_xor_flags_has_waiters	inline	vendor/linux/include/linux/page-flags.h
folio_zero_user	prototype	vendor/linux/include/linux/mm.h
folio_zone	inline	vendor/linux/include/linux/mm.h
folio_zone_device_data	inline	vendor/linux/include/linux/memremap.h
folio_zonenum	inline	vendor/linux/include/linux/mmzone.h
folios_put	inline	vendor/linux/include/linux/mm.h
folios_put_refs	export	vendor/linux/mm/swap.c;vendor/linux/include/linux/mm.h
follow_pfnmap_end	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
follow_pfnmap_start	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
free_anon_vma_name	inline	vendor/linux/include/linux/mm_inline.h
free_area_init	prototype	vendor/linux/include/linux/mm.h
free_contig_frozen_range	export	vendor/linux/mm/page_alloc.c
free_contig_range	export	vendor/linux/mm/page_alloc.c
free_folio_and_swap_cache	prototype	vendor/linux/include/linux/swap.h
free_huge_folio	prototype	vendor/linux/include/linux/hugetlb.h
free_initmem	prototype	vendor/linux/include/linux/mm.h
free_initmem_default	inline	vendor/linux/include/linux/mm.h
free_pages	export	vendor/linux/mm/page_alloc.c
free_pages_and_swap_cache	prototype	vendor/linux/include/linux/swap.h
free_pages_exact	export	vendor/linux/mm/page_alloc.c
free_percpu	export	vendor/linux/mm/percpu.c
free_reserved_area	prototype	vendor/linux/include/linux/mm.h
free_reserved_page	export	vendor/linux/mm/page_alloc.c;vendor/linux/include/linux/mm.h
free_reserved_ptdesc	inline	vendor/linux/include/linux/mm.h
free_swap_cache	prototype	vendor/linux/include/linux/swap.h
free_vm_area	export	vendor/linux/mm/nommu.c;vendor/linux/mm/vmalloc.c;vendor/linux/include/linux/vmalloc.h
fs_reclaim_acquire	export	vendor/linux/mm/page_alloc.c
fs_reclaim_release	export	vendor/linux/mm/page_alloc.c
generation	prototype	vendor/linux/include/linux/mmzone.h
generic_access_phys	export	vendor/linux/mm/memory.c
generic_error_remove_folio	export	vendor/linux/mm/truncate.c
generic_fadvise	export	vendor/linux/mm/fadvise.c
generic_file_direct_write	export	vendor/linux/mm/filemap.c
generic_file_mmap	export	vendor/linux/mm/filemap.c
generic_file_mmap_prepare	export	vendor/linux/mm/filemap.c
generic_file_read_iter	export	vendor/linux/mm/filemap.c
generic_file_readonly_mmap	export	vendor/linux/mm/filemap.c
generic_file_readonly_mmap_prepare	export	vendor/linux/mm/filemap.c
generic_file_write_iter	export	vendor/linux/mm/filemap.c
generic_online_page	export	vendor/linux/mm/memory_hotplug.c
generic_perform_write	export	vendor/linux/mm/filemap.c
get_cmdline	prototype	vendor/linux/include/linux/mm.h
get_dev_pagemap	export	vendor/linux/mm/memremap.c;vendor/linux/include/linux/memremap.h
get_free_pages_noprof	export	vendor/linux/mm/page_alloc.c
get_gate_vma	prototype	vendor/linux/include/linux/mm.h
get_huge_page_for_hwpoison	inline	vendor/linux/include/linux/hugetlb.h
get_hwpoison_hugetlb_folio	prototype	vendor/linux/include/linux/hugetlb.h
get_locked_pte	prototype	vendor/linux/include/linux/mm.h
get_mem_cgroup_from_mm	export	vendor/linux/mm/memcontrol.c
get_mempolicy	syscall	vendor/linux/mm/mempolicy.c
get_mm_counter	inline	vendor/linux/include/linux/mm.h
get_mm_counter_sum	inline	vendor/linux/include/linux/mm.h
get_mm_exe_file	prototype	vendor/linux/include/linux/mm.h
get_mm_hiwater_rss	inline	vendor/linux/include/linux/mm.h
get_mm_hiwater_vm	inline	vendor/linux/include/linux/mm.h
get_mm_rss	inline	vendor/linux/include/linux/mm.h
get_mm_rss_sum	inline	vendor/linux/include/linux/mm.h
get_nr_swap_pages	inline	vendor/linux/include/linux/swap.h
get_num_physpages	inline	vendor/linux/include/linux/mm.h
get_page	inline	vendor/linux/include/linux/mm.h
get_page_unless_zero	inline	vendor/linux/include/linux/mm.h
get_persistent_huge_zero_folio	inline	vendor/linux/include/linux/huge_mm.h
get_pfn_range_for_nid	prototype	vendor/linux/include/linux/mm.h
get_swap_device	prototype	vendor/linux/include/linux/swap.h
get_task_exe_file	prototype	vendor/linux/include/linux/mm.h
get_task_policy	export	vendor/linux/mm/mempolicy.c;vendor/linux/include/linux/mempolicy.h
get_user_page_fast_only	inline	vendor/linux/include/linux/mm.h
get_user_page_vma_remote	inline	vendor/linux/include/linux/mm.h
get_user_pages	export	vendor/linux/mm/gup.c
get_user_pages_fast	export	vendor/linux/mm/gup.c
get_user_pages_fast_only	export	vendor/linux/mm/gup.c
get_user_pages_remote	export	vendor/linux/mm/gup.c
get_user_pages_unlocked	export	vendor/linux/mm/gup.c
get_vm_area	prototype	vendor/linux/include/linux/vmalloc.h
get_vm_area_caller	prototype	vendor/linux/include/linux/vmalloc.h
get_vm_area_size	inline	vendor/linux/include/linux/vmalloc.h
get_vma_policy	inline	vendor/linux/include/linux/mempolicy.h
get_zeroed_page_noprof	export	vendor/linux/mm/page_alloc.c
grab_cache_page_nowait	inline	vendor/linux/include/linux/pagemap.h
gup_can_follow_protnone	inline	vendor/linux/include/linux/mm.h
handle_mm_fault	export	vendor/linux/mm/memory.c;vendor/linux/include/linux/mm.h
has_managed_dma	inline	vendor/linux/include/linux/mmzone.h
has_managed_zone	prototype	vendor/linux/include/linux/mmzone.h
high_memory	export	vendor/linux/mm/mm_init.c
high_wmark_pages	inline	vendor/linux/include/linux/mmzone.h
highest_order	inline	vendor/linux/include/linux/huge_mm.h
hmm_dma_map_alloc	export	vendor/linux/mm/hmm.c
hmm_dma_map_free	export	vendor/linux/mm/hmm.c
hmm_dma_map_pfn	export	vendor/linux/mm/hmm.c
hmm_dma_unmap_pfn	export	vendor/linux/mm/hmm.c
hmm_range_fault	export	vendor/linux/mm/hmm.c
hstate_file	inline	vendor/linux/include/linux/hugetlb.h
hstate_index	inline	vendor/linux/include/linux/hugetlb.h
hstate_index_to_shift	inline	vendor/linux/include/linux/hugetlb.h
hstate_inode	inline	vendor/linux/include/linux/hugetlb.h
hstate_is_gigantic	inline	vendor/linux/include/linux/hugetlb.h
hstate_sizelog	inline	vendor/linux/include/linux/hugetlb.h
hstate_vma	inline	vendor/linux/include/linux/hugetlb.h
htlb_alloc_mask	inline	vendor/linux/include/linux/hugetlb.h
htlb_allow_alloc_fallback	inline	vendor/linux/include/linux/hugetlb.h
htlb_modify_alloc_mask	inline	vendor/linux/include/linux/hugetlb.h
huge_node	prototype	vendor/linux/include/linux/mempolicy.h
huge_page_mask	inline	vendor/linux/include/linux/hugetlb.h
huge_page_mask_align	inline	vendor/linux/include/linux/hugetlb.h
huge_page_order	inline	vendor/linux/include/linux/hugetlb.h
huge_page_shift	inline	vendor/linux/include/linux/hugetlb.h
huge_page_size	inline	vendor/linux/include/linux/hugetlb.h
huge_pmd_set_accessed	prototype	vendor/linux/include/linux/huge_mm.h
huge_pmd_unshare	inline	vendor/linux/include/linux/hugetlb.h
huge_pmd_unshare_flush	prototype	vendor/linux/include/linux/hugetlb.h
huge_pte_lock	inline	vendor/linux/include/linux/hugetlb.h
huge_pte_lockptr	inline	vendor/linux/include/linux/hugetlb.h
huge_pte_offset	inline	vendor/linux/include/linux/hugetlb.h
huge_ptep_clear_flush	inline	vendor/linux/include/linux/hugetlb.h
huge_ptep_modify_prot_commit	inline	vendor/linux/include/linux/hugetlb.h
huge_ptep_modify_prot_start	inline	vendor/linux/include/linux/hugetlb.h
huge_pud_set_accessed	prototype	vendor/linux/include/linux/huge_mm.h
hugepage_global_always	inline	vendor/linux/include/linux/huge_mm.h
hugepage_global_enabled	inline	vendor/linux/include/linux/huge_mm.h
hugepage_madvise	inline	vendor/linux/include/linux/huge_mm.h
hugepage_migration_supported	inline	vendor/linux/include/linux/hugetlb.h
hugepage_movable_supported	inline	vendor/linux/include/linux/hugetlb.h
hugepage_put_subpool	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_add_file_rmap	inline	vendor/linux/include/linux/rmap.h
hugetlb_add_hstate	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_bootmem_alloc	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_bootmem_page_zones_valid	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_bootmem_set_nodes	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_change_protection	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_cma_reserve	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_count_add	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_count_init	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_count_sub	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_dup_vma_private	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_fault	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_fault_mutex_hash	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_fix_reserve_counts	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_folio_mapping_lock_write	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_folio_subpool	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_linear_page_index	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_mask_last_page	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_mfill_atomic_pte	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_node_alloc_supported	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_pmd_shared	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_register_node	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_remove_rmap	inline	vendor/linux/include/linux/rmap.h
hugetlb_report_meminfo	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_report_node_meminfo	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_report_usage	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_set_folio_subpool	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_show_meminfo_node	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_split	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_total_pages	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_try_dup_anon_rmap	inline	vendor/linux/include/linux/rmap.h
hugetlb_try_share_anon_rmap	inline	vendor/linux/include/linux/rmap.h
hugetlb_unregister_node	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_unshare_all_pmds	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_assert_locked	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_lock_alloc	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_lock_read	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_lock_release	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_lock_write	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_trylock_write	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_unlock_read	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_vma_unlock_write	prototype	vendor/linux/include/linux/hugetlb.h
hugetlb_zap_begin	inline	vendor/linux/include/linux/hugetlb.h
hugetlb_zap_end	inline	vendor/linux/include/linux/hugetlb.h
hugetlbfs_pagecache_present	inline	vendor/linux/include/linux/hugetlb.h
hwpoison_filter_register	export	vendor/linux/mm/memory-failure.c
hwpoison_filter_unregister	export	vendor/linux/mm/memory-failure.c
in_gate_area	prototype	vendor/linux/include/linux/mm.h
in_gate_area_no_mm	prototype	vendor/linux/include/linux/mm.h
inc_mm_counter	inline	vendor/linux/include/linux/mm.h
inc_node_page_state	export	vendor/linux/mm/vmstat.c
inc_tlb_flush_pending	inline	vendor/linux/include/linux/mm_inline.h
inc_zone_page_state	export	vendor/linux/mm/vmstat.c
init_currently_empty_zone	prototype	vendor/linux/include/linux/mmzone.h
init_mm_internals	prototype	vendor/linux/include/linux/mm.h
init_node_memory_type	export	vendor/linux/mm/memory-tiers.c
init_nodemask_of_mempolicy	prototype	vendor/linux/include/linux/mempolicy.h
init_on_alloc	export	vendor/linux/mm/mm_init.c
init_on_free	export	vendor/linux/mm/mm_init.c
init_page_count	inline	vendor/linux/include/linux/page_ref.h
init_tlb_flush_pending	inline	vendor/linux/include/linux/mm_inline.h
inode_drain_writes	inline	vendor/linux/include/linux/pagemap.h
inode_to_bdi	export	vendor/linux/mm/backing-dev.c
insert_vm_struct	prototype	vendor/linux/include/linux/mm.h
int_active_memcg	export	vendor/linux/mm/memcontrol.c
invalidate_inode_pages2	export	vendor/linux/mm/truncate.c;vendor/linux/include/linux/pagemap.h
invalidate_inode_pages2_range	export	vendor/linux/mm/truncate.c
invalidate_mapping_pages	export	vendor/linux/mm/truncate.c
invalidate_remote_inode	inline	vendor/linux/include/linux/pagemap.h
io_remap_pfn_range	inline	vendor/linux/include/linux/mm.h
io_remap_pfn_range_pfn	inline	vendor/linux/include/linux/mm.h
ioremap_prot	export	vendor/linux/mm/ioremap.c
iounmap	export	vendor/linux/mm/ioremap.c
is_active_lru	inline	vendor/linux/include/linux/mmzone.h
is_cow_mapping	inline	vendor/linux/include/linux/mm.h
is_device_coherent_page	inline	vendor/linux/include/linux/memremap.h
is_device_private_page	inline	vendor/linux/include/linux/memremap.h
is_file_hugepages	inline	vendor/linux/include/linux/hugetlb.h
is_file_lru	inline	vendor/linux/include/linux/mmzone.h
is_free_buddy_page	export	vendor/linux/mm/page_alloc.c;vendor/linux/include/linux/page-flags.h
is_fsdax_page	inline	vendor/linux/include/linux/memremap.h
is_highmem	inline	vendor/linux/include/linux/mmzone.h
is_highmem_idx	inline	vendor/linux/include/linux/mmzone.h
is_huge_zero_folio	inline	vendor/linux/include/linux/huge_mm.h
is_huge_zero_pfn	inline	vendor/linux/include/linux/huge_mm.h
is_huge_zero_pmd	inline	vendor/linux/include/linux/huge_mm.h
is_hugepage_only_range	inline	vendor/linux/include/linux/hugetlb.h
